%% File generated by CATS v.2.1Mon Aug 19 20:46:14 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 55; Bids: 1100; Distribution: scheduling; Runs: 10; Seed: 1566267670
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 55
bids 1141
dummy 29

0	11850	0	1	2	3	4	5	6	55	#
1	1342	1	2	3	4	5	6	7	55	#
2	1342	2	3	4	5	6	7	8	55	#
3	1342	3	4	5	6	7	8	9	55	#
4	1342	4	5	6	7	8	9	10	55	#
5	1342	5	6	7	8	9	10	11	55	#
6	1342	6	7	8	9	10	11	12	55	#
7	1342	7	8	9	10	11	12	13	55	#
8	1342	8	9	10	11	12	13	14	55	#
9	1342	9	10	11	12	13	14	15	55	#
10	1342	10	11	12	13	14	15	16	55	#
11	1342	11	12	13	14	15	16	17	55	#
12	1342	12	13	14	15	16	17	18	55	#
13	1342	13	14	15	16	17	18	19	55	#
14	1342	14	15	16	17	18	19	20	55	#
15	1342	15	16	17	18	19	20	21	55	#
16	1342	16	17	18	19	20	21	22	55	#
17	1342	17	18	19	20	21	22	23	55	#
18	1342	18	19	20	21	22	23	24	55	#
19	1342	19	20	21	22	23	24	25	55	#
20	1342	20	21	22	23	24	25	26	55	#
21	1342	21	22	23	24	25	26	27	55	#
22	1342	22	23	24	25	26	27	28	55	#
23	1342	23	24	25	26	27	28	29	55	#
24	1342	24	25	26	27	28	29	30	55	#
25	1342	25	26	27	28	29	30	31	55	#
26	1342	26	27	28	29	30	31	32	55	#
27	1342	27	28	29	30	31	32	33	55	#
28	1342	28	29	30	31	32	33	34	55	#
29	1342	29	30	31	32	33	34	35	55	#
30	1342	30	31	32	33	34	35	36	55	#
31	1342	31	32	33	34	35	36	37	55	#
32	1342	32	33	34	35	36	37	38	55	#
33	1342	33	34	35	36	37	38	39	55	#
34	1342	34	35	36	37	38	39	40	55	#
35	1342	35	36	37	38	39	40	41	55	#
36	1342	36	37	38	39	40	41	42	55	#
37	1342	37	38	39	40	41	42	43	55	#
38	1342	38	39	40	41	42	43	44	55	#
39	1342	39	40	41	42	43	44	45	55	#
40	1342	40	41	42	43	44	45	46	55	#
41	1342	41	42	43	44	45	46	47	55	#
42	1342	42	43	44	45	46	47	48	55	#
43	1342	43	44	45	46	47	48	49	55	#
44	1342	44	45	46	47	48	49	50	55	#
45	1342	45	46	47	48	49	50	51	55	#
46	1342	46	47	48	49	50	51	52	55	#
47	1342	47	48	49	50	51	52	53	55	#
48	10851	0	1	2	3	4	5	6	56	#
49	10851	1	2	3	4	5	6	7	56	#
50	10851	2	3	4	5	6	7	8	56	#
51	10851	3	4	5	6	7	8	9	56	#
52	10851	4	5	6	7	8	9	10	56	#
53	10851	5	6	7	8	9	10	11	56	#
54	10851	6	7	8	9	10	11	12	56	#
55	10851	7	8	9	10	11	12	13	56	#
56	10851	8	9	10	11	12	13	14	56	#
57	10851	9	10	11	12	13	14	15	56	#
58	10851	10	11	12	13	14	15	16	56	#
59	10851	11	12	13	14	15	16	17	56	#
60	10851	12	13	14	15	16	17	18	56	#
61	10851	13	14	15	16	17	18	19	56	#
62	10851	14	15	16	17	18	19	20	56	#
63	10851	15	16	17	18	19	20	21	56	#
64	10851	16	17	18	19	20	21	22	56	#
65	10851	17	18	19	20	21	22	23	56	#
66	10851	18	19	20	21	22	23	24	56	#
67	10851	19	20	21	22	23	24	25	56	#
68	10851	20	21	22	23	24	25	26	56	#
69	10851	21	22	23	24	25	26	27	56	#
70	10851	22	23	24	25	26	27	28	56	#
71	10851	23	24	25	26	27	28	29	56	#
72	10851	24	25	26	27	28	29	30	56	#
73	10851	25	26	27	28	29	30	31	56	#
74	10851	26	27	28	29	30	31	32	56	#
