%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 75; Bids: 750; Distribution: scheduling; Runs: 10; Seed: 1566345662
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 75
bids 798
dummy 15

0	6990	0	1	2	3	4	75	#
1	6990	1	2	3	4	5	75	#
2	6990	2	3	4	5	6	75	#
3	6990	3	4	5	6	7	75	#
4	6990	4	5	6	7	8	75	#
5	6990	5	6	7	8	9	75	#
6	6990	6	7	8	9	10	75	#
7	6990	7	8	9	10	11	75	#
8	6990	8	9	10	11	12	75	#
9	6990	9	10	11	12	13	75	#
10	6990	10	11	12	13	14	75	#
11	6990	11	12	13	14	15	75	#
12	6990	12	13	14	15	16	75	#
13	6990	13	14	15	16	17	75	#
14	6990	14	15	16	17	18	75	#
15	6990	15	16	17	18	19	75	#
16	6990	16	17	18	19	20	75	#
17	6990	17	18	19	20	21	75	#
18	6990	18	19	20	21	22	75	#
19	6990	19	20	21	22	23	75	#
20	6990	20	21	22	23	24	75	#
21	6990	21	22	23	24	25	75	#
22	6990	22	23	24	25	26	75	#
23	6990	23	24	25	26	27	75	#
24	6990	24	25	26	27	28	75	#
25	6990	25	26	27	28	29	75	#
26	6990	26	27	28	29	30	75	#
27	6990	27	28	29	30	31	75	#
28	6990	28	29	30	31	32	75	#
29	6990	29	30	31	32	33	75	#
30	6990	30	31	32	33	34	75	#
31	6990	31	32	33	34	35	75	#
32	6990	32	33	34	35	36	75	#
33	6990	33	34	35	36	37	75	#
34	6990	34	35	36	37	38	75	#
35	6990	35	36	37	38	39	75	#
36	6990	36	37	38	39	40	75	#
37	6990	37	38	39	40	41	75	#
38	6990	38	39	40	41	42	75	#
39	6990	39	40	41	42	43	75	#
40	6990	40	41	42	43	44	75	#
41	6990	41	42	43	44	45	75	#
42	6990	42	43	44	45	46	75	#
43	6990	43	44	45	46	47	75	#
44	6990	44	45	46	47	48	75	#
45	6990	45	46	47	48	49	75	#
46	6990	46	47	48	49	50	75	#
47	6990	47	48	49	50	51	75	#
48	6990	48	49	50	51	52	75	#
49	6990	49	50	51	52	53	75	#
50	6990	50	51	52	53	54	75	#
51	7807	0	1	2	3	4	76	#
52	7807	1	2	3	4	5	76	#
53	7807	2	3	4	5	6	76	#
54	7807	3	4	5	6	7	76	#
55	7807	4	5	6	7	8	76	#
56	7807	5	6	7	8	9	76	#
57	7807	6	7	8	9	10	76	#
58	7807	7	8	9	10	11	76	#
59	7807	8	9	10	11	12	76	#
60	7807	9	10	11	12	13	76	#
61	7807	10	11	12	13	14	76	#
62	7807	11	12	13	14	15	76	#
63	7807	12	13	14	15	16	76	#
64	7807	13	14	15	16	17	76	#
65	7807	14	15	16	17	18	76	#
66	7807	15	16	17	18	19	76	#
67	7807	16	17	18	19	20	76	#
68	7807	17	18	19	20	21	76	#
69	7807	18	19	20	21	22	76	#
70	7807	19	20	21	22	23	76	#
71	7807	20	21	22	23	24	76	#
72	7807	21	22	23	24	25	76	#
73	7807	22	23	24	25	26	76	#
74	7807	23	24	25	26	27	76	#
75	7807	24	25	26	27	28	76	#
76	7807	25	26	27	28	29	76	#
77	7807	26	27	28	29	30	76	#
78	7807	27	28	29	30	31	76	#
79	7807	28	29	30	31	32	76	#
80	7807	29	30	31	32	33	76	#
81	7807	30	31	32	33	34	76	#
82	7807	31	32	33	34	35	76	#
83	7807	32	33	34	35	36	76	#
84	7807	33	34	35	36	37	76	#
85	7807	34	35	36	37	38	76	#
86	7807	35	36	37	38	39	76	#
87	7807	36	37	38	39	40	76	#
88	7807	37	38	39	40	41	76	#
89	7807	38	39	40	41	42	76	#
90	7807	39	40	41	42	43	76	#
91	7807	40	41	42	43	44	76	#
92	7807	41	42	43	44	45	76	#
93	7807	42	43	44	45	46	76	#
94	7807	43	44	45	46	47	76	#
95	7807	44	45	46	47	48	76	#
96	7807	45	46	47	48	49	76	#
97	7807	46	47	48	49	50	76	#
98	7807	47	48	49	50	51	76	#
99	7807	48	49	50	51	52	76	#
100	7807	49	50	51	52	53	76	#
101	7807	50	51	52	53	54	76	#
102	7807	51	52	53	54	55	76	#
