%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 70; Bids: 2800; Distribution: scheduling; Runs: 10; Seed: 1566345660
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 70
bids 2828
dummy 58

0	8833	0	1	2	3	4	5	6	7	8	70	#
1	8833	1	2	3	4	5	6	7	8	9	70	#
2	8833	2	3	4	5	6	7	8	9	10	70	#
3	8833	3	4	5	6	7	8	9	10	11	70	#
4	8833	4	5	6	7	8	9	10	11	12	70	#
5	8833	5	6	7	8	9	10	11	12	13	70	#
6	8833	6	7	8	9	10	11	12	13	14	70	#
7	8833	7	8	9	10	11	12	13	14	15	70	#
8	8833	8	9	10	11	12	13	14	15	16	70	#
9	2666	9	10	11	12	13	14	15	16	17	70	#
10	2666	10	11	12	13	14	15	16	17	18	70	#
11	2666	11	12	13	14	15	16	17	18	19	70	#
12	2666	12	13	14	15	16	17	18	19	20	70	#
13	2666	13	14	15	16	17	18	19	20	21	70	#
14	2666	14	15	16	17	18	19	20	21	22	70	#
15	2666	15	16	17	18	19	20	21	22	23	70	#
16	2666	16	17	18	19	20	21	22	23	24	70	#
17	2666	17	18	19	20	21	22	23	24	25	70	#
18	2666	18	19	20	21	22	23	24	25	26	70	#
19	2666	19	20	21	22	23	24	25	26	27	70	#
20	2666	20	21	22	23	24	25	26	27	28	70	#
21	2666	21	22	23	24	25	26	27	28	29	70	#
22	2666	22	23	24	25	26	27	28	29	30	70	#
23	2666	23	24	25	26	27	28	29	30	31	70	#
24	2666	24	25	26	27	28	29	30	31	32	70	#
25	2666	25	26	27	28	29	30	31	32	33	70	#
26	2666	26	27	28	29	30	31	32	33	34	70	#
27	2666	27	28	29	30	31	32	33	34	35	70	#
28	2666	28	29	30	31	32	33	34	35	36	70	#
29	2666	29	30	31	32	33	34	35	36	37	70	#
30	2666	30	31	32	33	34	35	36	37	38	70	#
31	2666	31	32	33	34	35	36	37	38	39	70	#
32	2666	32	33	34	35	36	37	38	39	40	70	#
33	2666	33	34	35	36	37	38	39	40	41	70	#
34	2666	34	35	36	37	38	39	40	41	42	70	#
35	2666	35	36	37	38	39	40	41	42	43	70	#
36	2666	36	37	38	39	40	41	42	43	44	70	#
37	2666	37	38	39	40	41	42	43	44	45	70	#
38	2666	38	39	40	41	42	43	44	45	46	70	#
39	2666	39	40	41	42	43	44	45	46	47	70	#
40	2666	40	41	42	43	44	45	46	47	48	70	#
41	2666	41	42	43	44	45	46	47	48	49	70	#
42	2666	42	43	44	45	46	47	48	49	50	70	#
43	2666	43	44	45	46	47	48	49	50	51	70	#
44	2666	44	45	46	47	48	49	50	51	52	70	#
45	2666	45	46	47	48	49	50	51	52	53	70	#
46	2617	46	47	48	49	50	51	52	53	54	70	#
47	2524	47	48	49	50	51	52	53	54	55	70	#
48	2524	48	49	50	51	52	53	54	55	56	70	#
49	2208	49	50	51	52	53	54	55	56	57	70	#
50	2208	50	51	52	53	54	55	56	57	58	70	#
51	2208	51	52	53	54	55	56	57	58	59	70	#
52	2208	52	53	54	55	56	57	58	59	60	70	#
53	2208	53	54	55	56	57	58	59	60	61	70	#
54	2208	54	55	56	57	58	59	60	61	62	70	#
55	2208	55	56	57	58	59	60	61	62	63	70	#
56	2208	56	57	58	59	60	61	62	63	64	70	#
57	2141	57	58	59	60	61	62	63	64	65	70	#
58	2141	58	59	60	61	62	63	64	65	66	70	#
59	2109	59	60	61	62	63	64	65	66	67	70	#
60	2078	60	61	62	63	64	65	66	67	68	70	#
61	2048	61	62	63	64	65	66	67	68	69	70	#
62	11820	0	1	2	3	4	5	71	#
63	11820	1	2	3	4	5	6	71	#
64	11820	2	3	4	5	6	7	71	#
65	11820	3	4	5	6	7	8	71	#
66	11820	4	5	6	7	8	9	71	#
67	11820	5	6	7	8	9	10	71	#
68	11820	6	7	8	9	10	11	71	#
69	11820	7	8	9	10	11	12	71	#
70	11820	8	9	10	11	12	13	71	#
71	11820	9	10	11	12	13	14	71	#
72	11820	10	11	12	13	14	15	71	#
73	11820	11	12	13	14	15	16	71	#
74	11820	12	13	14	15	16	17	71	#
75	11820	13	14	15	16	17	18	71	#
76	11820	14	15	16	17	18	19	71	#
77	11820	15	16	17	18	19	20	71	#
78	11820	16	17	18	19	20	21	71	#
79	11820	17	18	19	20	21	22	71	#
80	11820	18	19	20	21	22	23	71	#
81	11820	19	20	21	22	23	24	71	#
82	9151	20	21	22	23	24	25	71	#
83	9151	21	22	23	24	25	26	71	#
84	9151	22	23	24	25	26	27	71	#
85	9151	23	24	25	26	27	28	71	#
86	9151	24	25	26	27	28	29	71	#
87	9151	25	26	27	28	29	30	71	#
88	9151	26	27	28	29	30	31	71	#
89	4432	27	28	29	30	31	32	71	#
90	4432	28	29	30	31	32	33	71	#
91	4432	29	30	31	32	33	34	71	#
92	4432	30	31	32	33	34	35	71	#
93	4432	31	32	33	34	35	36	71	#
94	4432	32	33	34	35	36	37	71	#
95	4432	33	34	35	36	37	38	71	#
96	4432	34	35	36	37	38	39	71	#
97	4432	35	36	37	38	39	40	71	#
98	4432	36	37	38	39	40	41	71	#
99	4432	37	38	39	40	41	42	71	#
100	4432	38	39	40	41	42	43	71	#
101	4432	39	40	41	42	43	44	71	#
102	4432	40	41	42	43	44	45	71	#
103	4432	41	42	43	44	45	46	71	#
104	4432	42	43	44	45	46	47	71	#
105	4432	43	44	45	46	47	48	71	#
106	4432	44	45	46	47	48	49	71	#
107	4432	45	46	47	48	49	50	71	#
108	4432	46	47	48	49	50	51	71	#
109	4432	47	48	49	50	51	52	71	#
110	4432	48	49	50	51	52	53	71	#
111	4432	49	50	51	52	53	54	71	#
112	4432	50	51	52	53	54	55	71	#
113	4432	51	52	53	54	55	56	71	#
114	4432	52	53	54	55	56	57	71	#
115	4432	53	54	55	56	57	58	71	#
116	4432	54	55	56	57	58	59	71	#
117	4432	55	56	57	58	59	60	71	#
118	4432	56	57	58	59	60	61	71	#
119	4432	57	58	59	60	61	62	71	#
120	4432	58	59	60	61	62	63	71	#
121	4432	59	60	61	62	63	64	71	#
122	4364	60	61	62	63	64	65	71	#
123	4234	61	62	63	64	65	66	71	#
124	4234	62	63	64	65	66	67	71	#
125	4111	63	64	65	66	67	68	71	#
126	4111	64	65	66	67	68	69	71	#
127	9322	0	1	2	3	4	5	6	7	72	#
128	9322	1	2	3	4	5	6	7	8	72	#
129	9322	2	3	4	5	6	7	8	9	72	#
130	9322	3	4	5	6	7	8	9	10	72	#
131	9322	4	5	6	7	8	9	10	11	72	#
132	9322	5	6	7	8	9	10	11	12	72	#
133	9322	6	7	8	9	10	11	12	13	72	#
134	9322	7	8	9	10	11	12	13	14	72	#
135	9322	8	9	10	11	12	13	14	15	72	#
136	9322	9	10	11	12	13	14	15	16	72	#
137	9322	10	11	12	13	14	15	16	17	72	#
138	9322	11	12	13	14	15	16	17	18	72	#
139	9322	12	13	14	15	16	17	18	19	72	#
140	9322	13	14	15	16	17	18	19	20	72	#
141	9322	14	15	16	17	18	19	20	21	72	#
142	9322	15	16	17	18	19	20	21	22	72	#
143	9322	16	17	18	19	20	21	22	23	72	#
144	9322	17	18	19	20	21	22	23	24	72	#
145	9322	18	19	20	21	22	23	24	25	72	#
146	9322	19	20	21	22	23	24	25	26	72	#
