%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 70; Bids: 700; Distribution: scheduling; Runs: 10; Seed: 1566345656
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 70
bids 701
dummy 14

0	5295	0	1	2	3	4	70	#
1	5295	1	2	3	4	5	70	#
2	5295	2	3	4	5	6	70	#
3	5295	3	4	5	6	7	70	#
4	5295	4	5	6	7	8	70	#
5	5295	5	6	7	8	9	70	#
6	5295	6	7	8	9	10	70	#
7	5295	7	8	9	10	11	70	#
8	5295	8	9	10	11	12	70	#
9	5295	9	10	11	12	13	70	#
10	5295	10	11	12	13	14	70	#
11	5295	11	12	13	14	15	70	#
12	5295	12	13	14	15	16	70	#
13	5295	13	14	15	16	17	70	#
14	5295	14	15	16	17	18	70	#
15	5295	15	16	17	18	19	70	#
16	5295	16	17	18	19	20	70	#
17	5295	17	18	19	20	21	70	#
18	5295	18	19	20	21	22	70	#
19	5295	19	20	21	22	23	70	#
20	5295	20	21	22	23	24	70	#
21	5295	21	22	23	24	25	70	#
22	5295	22	23	24	25	26	70	#
23	5295	23	24	25	26	27	70	#
24	5295	24	25	26	27	28	70	#
25	5295	25	26	27	28	29	70	#
26	5295	26	27	28	29	30	70	#
27	5295	27	28	29	30	31	70	#
28	5295	28	29	30	31	32	70	#
29	5295	29	30	31	32	33	70	#
30	5295	30	31	32	33	34	70	#
31	5295	31	32	33	34	35	70	#
32	5295	32	33	34	35	36	70	#
33	5295	33	34	35	36	37	70	#
34	5295	34	35	36	37	38	70	#
35	5295	35	36	37	38	39	70	#
36	5295	36	37	38	39	40	70	#
37	5295	37	38	39	40	41	70	#
38	5295	38	39	40	41	42	70	#
39	5295	39	40	41	42	43	70	#
40	5295	40	41	42	43	44	70	#
41	5295	41	42	43	44	45	70	#
42	5295	42	43	44	45	46	70	#
43	5295	43	44	45	46	47	70	#
44	5295	44	45	46	47	48	70	#
45	5295	45	46	47	48	49	70	#
46	5295	46	47	48	49	50	70	#
47	5295	47	48	49	50	51	70	#
48	5295	48	49	50	51	52	70	#
49	5295	49	50	51	52	53	70	#
50	5295	50	51	52	53	54	70	#
51	5295	51	52	53	54	55	70	#
52	4480	52	53	54	55	56	70	#
53	4480	53	54	55	56	57	70	#
54	4480	54	55	56	57	58	70	#
55	4480	55	56	57	58	59	70	#
56	4480	56	57	58	59	60	70	#
57	4480	57	58	59	60	61	70	#
58	4480	58	59	60	61	62	70	#
59	4480	59	60	61	62	63	70	#
60	4480	60	61	62	63	64	70	#
61	4480	61	62	63	64	65	70	#
62	4412	62	63	64	65	66	70	#
63	4346	63	64	65	66	67	70	#
64	4984	0	1	2	3	71	#
65	4984	1	2	3	4	71	#
66	4984	2	3	4	5	71	#
67	4984	3	4	5	6	71	#
68	4984	4	5	6	7	71	#
69	4984	5	6	7	8	71	#
70	4984	6	7	8	9	71	#
71	4984	7	8	9	10	71	#
72	4984	8	9	10	11	71	#
73	4984	9	10	11	12	71	#
74	4984	10	11	12	13	71	#
75	4984	11	12	13	14	71	#
76	4984	12	13	14	15	71	#
77	4984	13	14	15	16	71	#
78	4984	14	15	16	17	71	#
79	4984	15	16	17	18	71	#
80	4984	16	17	18	19	71	#
81	4984	17	18	19	20	71	#
82	4984	18	19	20	21	71	#
83	4984	19	20	21	22	71	#
84	4984	20	21	22	23	71	#
85	4984	21	22	23	24	71	#
86	4984	22	23	24	25	71	#
87	4984	23	24	25	26	71	#
88	4984	24	25	26	27	71	#
89	3204	25	26	27	28	71	#
90	3204	26	27	28	29	71	#
91	3204	27	28	29	30	71	#
92	3204	28	29	30	31	71	#
93	3204	29	30	31	32	71	#
94	3204	30	31	32	33	71	#
95	3204	31	32	33	34	71	#
96	3204	32	33	34	35	71	#
97	3204	33	34	35	36	71	#
98	3204	34	35	36	37	71	#
99	3204	35	36	37	38	71	#
100	3204	36	37	38	39	71	#
101	3204	37	38	39	40	71	#
102	3204	38	39	40	41	71	#
103	3204	39	40	41	42	71	#
104	2925	40	41	42	43	71	#
105	2925	41	42	43	44	71	#
106	2925	42	43	44	45	71	#
107	2925	43	44	45	46	71	#
108	1979	44	45	46	47	71	#
109	1979	45	46	47	48	71	#
110	1979	46	47	48	49	71	#
111	1979	47	48	49	50	71	#
112	1979	48	49	50	51	71	#
113	1979	49	50	51	52	71	#
114	1979	50	51	52	53	71	#
115	1979	51	52	53	54	71	#
116	1979	52	53	54	55	71	#
117	1979	53	54	55	56	71	#
118	1979	54	55	56	57	71	#
119	1979	55	56	57	58	71	#
120	1979	56	57	58	59	71	#
121	1979	57	58	59	60	71	#
122	1979	58	59	60	61	71	#
123	1979	59	60	61	62	71	#
124	1979	60	61	62	63	71	#
125	1979	61	62	63	64	71	#
126	1979	62	63	64	65	71	#
127	1979	63	64	65	66	71	#
128	1979	64	65	66	67	71	#
129	1979	65	66	67	68	71	#
130	1950	66	67	68	69	71	#
131	9680	0	1	2	3	4	5	6	7	72	#
132	9680	1	2	3	4	5	6	7	8	72	#
133	9680	2	3	4	5	6	7	8	9	72	#
134	9680	3	4	5	6	7	8	9	10	72	#
135	9680	4	5	6	7	8	9	10	11	72	#
136	9680	5	6	7	8	9	10	11	12	72	#
137	9680	6	7	8	9	10	11	12	13	72	#
138	9680	7	8	9	10	11	12	13	14	72	#
139	9680	8	9	10	11	12	13	14	15	72	#
140	9680	9	10	11	12	13	14	15	16	72	#
141	9680	10	11	12	13	14	15	16	17	72	#
142	9680	11	12	13	14	15	16	17	18	72	#
143	9680	12	13	14	15	16	17	18	19	72	#
144	9680	13	14	15	16	17	18	19	20	72	#
145	9680	14	15	16	17	18	19	20	21	72	#
146	9680	15	16	17	18	19	20	21	22	72	#
147	9680	16	17	18	19	20	21	22	23	72	#
148	9680	17	18	19	20	21	22	23	24	72	#
149	9680	18	19	20	21	22	23	24	25	72	#
150	9680	19	20	21	22	23	24	25	26	72	#
151	9680	20	21	22	23	24	25	26	27	72	#
152	9680	21	22	23	24	25	26	27	28	72	#
153	9680	22	23	24	25	26	27	28	29	72	#
154	9680	23	24	25	26	27	28	29	30	72	#
155	9680	24	25	26	27	28	29	30	31	72	#
156	9680	25	26	27	28	29	30	31	32	72	#
157	9680	26	27	28	29	30	31	32	33	72	#
158	9680	27	28	29	30	31	32	33	34	72	#
159	830	0	73	#
160	830	1	73	#
161	830	2	73	#
162	830	3	73	#
163	830	4	73	#
164	830	5	73	#
165	830	6	73	#
166	830	7	73	#
167	830	8	73	#
168	830	9	73	#
169	830	10	73	#
170	830	11	73	#
171	830	12	73	#
172	830	13	73	#
173	830	14	73	#
174	830	15	73	#
175	5971	0	1	2	3	74	#
176	5971	1	2	3	4	74	#
177	5971	2	3	4	5	74	#
178	5971	3	4	5	6	74	#
179	5971	4	5	6	7	74	#
180	5971	5	6	7	8	74	#
181	5971	6	7	8	9	74	#
182	5971	7	8	9	10	74	#
183	5971	8	9	10	11	74	#
184	5971	9	10	11	12	74	#
185	5971	10	11	12	13	74	#
186	5971	11	12	13	14	74	#
187	5971	12	13	14	15	74	#
188	5971	13	14	15	16	74	#
189	5971	14	15	16	17	74	#
190	5971	15	16	17	18	74	#
191	5971	16	17	18	19	74	#
192	5971	17	18	19	20	74	#
193	5971	18	19	20	21	74	#
194	5971	19	20	21	22	74	#
195	5971	20	21	22	23	74	#
196	5971	21	22	23	24	74	#
197	5971	22	23	24	25	74	#
198	5971	23	24	25	26	74	#
199	5971	24	25	26	27	74	#
200	5971	25	26	27	28	74	#
201	5971	26	27	28	29	74	#
202	5971	27	28	29	30	74	#
