%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 70; Bids: 1400; Distribution: scheduling; Runs: 10; Seed: 1566345658
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 70
bids 1444
dummy 28

0	6881	0	1	2	3	4	70	#
1	6881	1	2	3	4	5	70	#
2	6881	2	3	4	5	6	70	#
3	6881	3	4	5	6	7	70	#
4	6881	4	5	6	7	8	70	#
5	6881	5	6	7	8	9	70	#
6	6881	6	7	8	9	10	70	#
7	6881	7	8	9	10	11	70	#
8	6881	8	9	10	11	12	70	#
9	6881	9	10	11	12	13	70	#
10	6881	10	11	12	13	14	70	#
11	6881	11	12	13	14	15	70	#
12	6881	12	13	14	15	16	70	#
13	6881	13	14	15	16	17	70	#
14	6881	14	15	16	17	18	70	#
15	6881	15	16	17	18	19	70	#
16	6881	16	17	18	19	20	70	#
17	6881	17	18	19	20	21	70	#
18	6881	18	19	20	21	22	70	#
19	6881	19	20	21	22	23	70	#
20	6881	20	21	22	23	24	70	#
21	6881	21	22	23	24	25	70	#
22	6881	22	23	24	25	26	70	#
23	6881	23	24	25	26	27	70	#
24	6881	24	25	26	27	28	70	#
25	6881	25	26	27	28	29	70	#
26	6881	26	27	28	29	30	70	#
27	6881	27	28	29	30	31	70	#
28	6881	28	29	30	31	32	70	#
29	6881	29	30	31	32	33	70	#
30	6881	30	31	32	33	34	70	#
31	6881	31	32	33	34	35	70	#
32	6881	32	33	34	35	36	70	#
33	6881	33	34	35	36	37	70	#
34	6881	34	35	36	37	38	70	#
35	6881	35	36	37	38	39	70	#
36	6881	36	37	38	39	40	70	#
37	6881	37	38	39	40	41	70	#
38	6881	38	39	40	41	42	70	#
39	6881	39	40	41	42	43	70	#
40	6881	40	41	42	43	44	70	#
41	6881	41	42	43	44	45	70	#
42	6881	42	43	44	45	46	70	#
43	6881	43	44	45	46	47	70	#
44	6881	44	45	46	47	48	70	#
45	6881	45	46	47	48	49	70	#
46	6881	46	47	48	49	50	70	#
47	6881	47	48	49	50	51	70	#
48	6881	48	49	50	51	52	70	#
49	6881	49	50	51	52	53	70	#
50	6881	50	51	52	53	54	70	#
51	6881	51	52	53	54	55	70	#
52	6881	52	53	54	55	56	70	#
53	6881	53	54	55	56	57	70	#
54	6881	54	55	56	57	58	70	#
55	6881	55	56	57	58	59	70	#
56	11556	0	1	2	3	4	5	71	#
57	11556	1	2	3	4	5	6	71	#
58	11556	2	3	4	5	6	7	71	#
59	11556	3	4	5	6	7	8	71	#
60	11556	4	5	6	7	8	9	71	#
61	11556	5	6	7	8	9	10	71	#
62	11556	6	7	8	9	10	11	71	#
63	11556	7	8	9	10	11	12	71	#
64	11556	8	9	10	11	12	13	71	#
65	11556	9	10	11	12	13	14	71	#
66	11556	10	11	12	13	14	15	71	#
67	11556	11	12	13	14	15	16	71	#
68	11556	12	13	14	15	16	17	71	#
69	11556	13	14	15	16	17	18	71	#
70	11556	14	15	16	17	18	19	71	#
71	11556	15	16	17	18	19	20	71	#
72	11556	16	17	18	19	20	21	71	#
73	11556	17	18	19	20	21	22	71	#
74	11556	18	19	20	21	22	23	71	#
75	11556	19	20	21	22	23	24	71	#
76	11556	20	21	22	23	24	25	71	#
77	11556	21	22	23	24	25	26	71	#
78	11556	22	23	24	25	26	27	71	#
79	11556	23	24	25	26	27	28	71	#
80	11556	24	25	26	27	28	29	71	#
81	11556	25	26	27	28	29	30	71	#
82	11556	26	27	28	29	30	31	71	#
83	11556	27	28	29	30	31	32	71	#
84	11556	28	29	30	31	32	33	71	#
85	11556	29	30	31	32	33	34	71	#
86	11556	30	31	32	33	34	35	71	#
87	11556	31	32	33	34	35	36	71	#
88	11556	32	33	34	35	36	37	71	#
89	11556	33	34	35	36	37	38	71	#
90	11556	34	35	36	37	38	39	71	#
91	11556	35	36	37	38	39	40	71	#
92	11556	36	37	38	39	40	41	71	#
93	11556	37	38	39	40	41	42	71	#
94	11556	38	39	40	41	42	43	71	#
95	11556	39	40	41	42	43	44	71	#
96	11556	40	41	42	43	44	45	71	#
97	11556	41	42	43	44	45	46	71	#
98	11556	42	43	44	45	46	47	71	#
99	11556	43	44	45	46	47	48	71	#
100	11556	44	45	46	47	48	49	71	#
101	11556	45	46	47	48	49	50	71	#
102	11556	46	47	48	49	50	51	71	#
103	11556	47	48	49	50	51	52	71	#
104	11556	48	49	50	51	52	53	71	#
105	11556	49	50	51	52	53	54	71	#
106	11556	50	51	52	53	54	55	71	#
107	11556	51	52	53	54	55	56	71	#
108	11556	52	53	54	55	56	57	71	#
109	11556	53	54	55	56	57	58	71	#
110	11556	54	55	56	57	58	59	71	#
111	11556	55	56	57	58	59	60	71	#
112	11556	56	57	58	59	60	61	71	#
113	11556	57	58	59	60	61	62	71	#
