%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 65; Bids: 1300; Distribution: scheduling; Runs: 10; Seed: 1566345653
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 65
bids 1346
dummy 28

0	9481	0	1	2	3	4	5	6	65	#
1	9481	1	2	3	4	5	6	7	65	#
2	9481	2	3	4	5	6	7	8	65	#
3	9481	3	4	5	6	7	8	9	65	#
4	9481	4	5	6	7	8	9	10	65	#
5	9481	5	6	7	8	9	10	11	65	#
6	9481	6	7	8	9	10	11	12	65	#
7	9481	7	8	9	10	11	12	13	65	#
8	9481	8	9	10	11	12	13	14	65	#
9	9481	9	10	11	12	13	14	15	65	#
10	9481	10	11	12	13	14	15	16	65	#
11	9481	11	12	13	14	15	16	17	65	#
12	9481	12	13	14	15	16	17	18	65	#
13	9481	13	14	15	16	17	18	19	65	#
14	9481	14	15	16	17	18	19	20	65	#
15	9481	15	16	17	18	19	20	21	65	#
16	9481	16	17	18	19	20	21	22	65	#
17	9481	17	18	19	20	21	22	23	65	#
18	9481	18	19	20	21	22	23	24	65	#
19	9481	19	20	21	22	23	24	25	65	#
20	9481	20	21	22	23	24	25	26	65	#
21	9481	21	22	23	24	25	26	27	65	#
22	9481	22	23	24	25	26	27	28	65	#
23	9481	23	24	25	26	27	28	29	65	#
24	9481	24	25	26	27	28	29	30	65	#
25	9481	25	26	27	28	29	30	31	65	#
26	9481	26	27	28	29	30	31	32	65	#
27	9481	27	28	29	30	31	32	33	65	#
28	9481	28	29	30	31	32	33	34	65	#
29	9481	29	30	31	32	33	34	35	65	#
30	9481	30	31	32	33	34	35	36	65	#
31	9481	31	32	33	34	35	36	37	65	#
32	9481	32	33	34	35	36	37	38	65	#
33	9481	33	34	35	36	37	38	39	65	#
34	9481	34	35	36	37	38	39	40	65	#
35	9481	35	36	37	38	39	40	41	65	#
36	9481	36	37	38	39	40	41	42	65	#
37	9481	37	38	39	40	41	42	43	65	#
38	9481	38	39	40	41	42	43	44	65	#
39	9481	39	40	41	42	43	44	45	65	#
40	9481	40	41	42	43	44	45	46	65	#
41	9481	41	42	43	44	45	46	47	65	#
42	9481	42	43	44	45	46	47	48	65	#
43	8586	43	44	45	46	47	48	49	65	#
44	8586	44	45	46	47	48	49	50	65	#
45	8586	45	46	47	48	49	50	51	65	#
46	8586	46	47	48	49	50	51	52	65	#
47	8586	47	48	49	50	51	52	53	65	#
48	7584	48	49	50	51	52	53	54	65	#
49	7584	49	50	51	52	53	54	55	65	#
50	7584	50	51	52	53	54	55	56	65	#
51	7584	51	52	53	54	55	56	57	65	#
52	7584	52	53	54	55	56	57	58	65	#
53	7584	53	54	55	56	57	58	59	65	#
54	7584	54	55	56	57	58	59	60	65	#
55	7340	55	56	57	58	59	60	61	65	#
56	7340	56	57	58	59	60	61	62	65	#
57	7110	57	58	59	60	61	62	63	65	#
58	7110	58	59	60	61	62	63	64	65	#
59	1375	0	1	66	#
60	1375	1	2	66	#
61	1375	2	3	66	#
62	1375	3	4	66	#
63	4067	0	1	2	3	67	#
64	4067	1	2	3	4	67	#
65	4067	2	3	4	5	67	#
66	4067	3	4	5	6	67	#
67	4067	4	5	6	7	67	#
68	4067	5	6	7	8	67	#
69	4067	6	7	8	9	67	#
70	4067	7	8	9	10	67	#
71	4067	8	9	10	11	67	#
72	4067	9	10	11	12	67	#
73	4067	10	11	12	13	67	#
74	4067	11	12	13	14	67	#
75	4067	12	13	14	15	67	#
76	4067	13	14	15	16	67	#
77	4067	14	15	16	17	67	#
78	4067	15	16	17	18	67	#
79	4067	16	17	18	19	67	#
80	4067	17	18	19	20	67	#
81	4067	18	19	20	21	67	#
82	4067	19	20	21	22	67	#
83	4067	20	21	22	23	67	#
84	4067	21	22	23	24	67	#
85	4067	22	23	24	25	67	#
86	4067	23	24	25	26	67	#
87	4067	24	25	26	27	67	#
88	4067	25	26	27	28	67	#
89	4067	26	27	28	29	67	#
90	4067	27	28	29	30	67	#
91	4067	28	29	30	31	67	#
92	4067	29	30	31	32	67	#
93	4067	30	31	32	33	67	#
94	4067	31	32	33	34	67	#
95	4067	32	33	34	35	67	#
96	4067	33	34	35	36	67	#
97	2711	34	35	36	37	67	#
98	2711	35	36	37	38	67	#
99	2711	36	37	38	39	67	#
100	2711	37	38	39	40	67	#
101	2711	38	39	40	41	67	#
102	2711	39	40	41	42	67	#
103	2711	40	41	42	43	67	#
104	2711	41	42	43	44	67	#
105	2711	42	43	44	45	67	#
106	2711	43	44	45	46	67	#
107	2711	44	45	46	47	67	#
108	2711	45	46	47	48	67	#
109	2711	46	47	48	49	67	#
110	2711	47	48	49	50	67	#
111	2711	48	49	50	51	67	#
112	2711	49	50	51	52	67	#
113	2711	50	51	52	53	67	#
114	2711	51	52	53	54	67	#
115	2400	52	53	54	55	67	#
116	2400	53	54	55	56	67	#
117	2400	54	55	56	57	67	#
118	2400	55	56	57	58	67	#
119	2400	56	57	58	59	67	#
120	2400	57	58	59	60	67	#
121	2400	58	59	60	61	67	#
122	2324	59	60	61	62	67	#
123	2324	60	61	62	63	67	#
124	2287	61	62	63	64	67	#
125	14893	0	1	2	3	4	5	6	7	8	68	#
126	14893	1	2	3	4	5	6	7	8	9	68	#
127	14893	2	3	4	5	6	7	8	9	10	68	#
128	14893	3	4	5	6	7	8	9	10	11	68	#
129	14893	4	5	6	7	8	9	10	11	12	68	#
130	14893	5	6	7	8	9	10	11	12	13	68	#
131	14893	6	7	8	9	10	11	12	13	14	68	#
132	14893	7	8	9	10	11	12	13	14	15	68	#
133	14893	8	9	10	11	12	13	14	15	16	68	#
134	14893	9	10	11	12	13	14	15	16	17	68	#
135	14893	10	11	12	13	14	15	16	17	18	68	#
136	14893	11	12	13	14	15	16	17	18	19	68	#
137	14893	12	13	14	15	16	17	18	19	20	68	#
138	14893	13	14	15	16	17	18	19	20	21	68	#
139	14893	14	15	16	17	18	19	20	21	22	68	#
140	14893	15	16	17	18	19	20	21	22	23	68	#
141	14893	16	17	18	19	20	21	22	23	24	68	#
142	14893	17	18	19	20	21	22	23	24	25	68	#
143	14893	18	19	20	21	22	23	24	25	26	68	#
144	14893	19	20	21	22	23	24	25	26	27	68	#
145	14893	20	21	22	23	24	25	26	27	28	68	#
146	14893	21	22	23	24	25	26	27	28	29	68	#
147	14893	22	23	24	25	26	27	28	29	30	68	#
148	14893	23	24	25	26	27	28	29	30	31	68	#
149	7568	24	25	26	27	28	29	30	31	32	68	#
150	7568	25	26	27	28	29	30	31	32	33	68	#
151	7568	26	27	28	29	30	31	32	33	34	68	#
152	7568	27	28	29	30	31	32	33	34	35	68	#
153	7568	28	29	30	31	32	33	34	35	36	68	#
154	7568	29	30	31	32	33	34	35	36	37	68	#
155	7568	30	31	32	33	34	35	36	37	38	68	#
156	7568	31	32	33	34	35	36	37	38	39	68	#
157	7568	32	33	34	35	36	37	38	39	40	68	#
158	7568	33	34	35	36	37	38	39	40	41	68	#
159	7568	34	35	36	37	38	39	40	41	42	68	#
160	7568	35	36	37	38	39	40	41	42	43	68	#
161	7568	36	37	38	39	40	41	42	43	44	68	#
162	7568	37	38	39	40	41	42	43	44	45	68	#
163	7568	38	39	40	41	42	43	44	45	46	68	#
164	7568	39	40	41	42	43	44	45	46	47	68	#
165	7568	40	41	42	43	44	45	46	47	48	68	#
166	7568	41	42	43	44	45	46	47	48	49	68	#
167	7568	42	43	44	45	46	47	48	49	50	68	#
168	7568	43	44	45	46	47	48	49	50	51	68	#
169	7568	44	45	46	47	48	49	50	51	52	68	#
170	7568	45	46	47	48	49	50	51	52	53	68	#
171	7568	46	47	48	49	50	51	52	53	54	68	#
172	7568	47	48	49	50	51	52	53	54	55	68	#
173	7568	48	49	50	51	52	53	54	55	56	68	#
174	7568	49	50	51	52	53	54	55	56	57	68	#
175	7568	50	51	52	53	54	55	56	57	58	68	#
176	7568	51	52	53	54	55	56	57	58	59	68	#
177	7568	52	53	54	55	56	57	58	59	60	68	#
178	7568	53	54	55	56	57	58	59	60	61	68	#
