%% File generated by CATS v.2.1Mon Aug 19 20:46:47 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 70; Bids: 700; Distribution: scheduling; Runs: 10; Seed: 1566267781
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 70
bids 737
dummy 14

0	2186	0	1	2	70	#
1	2186	1	2	3	70	#
2	2186	2	3	4	70	#
3	2186	3	4	5	70	#
4	2186	4	5	6	70	#
5	2186	5	6	7	70	#
6	2186	6	7	8	70	#
7	2186	7	8	9	70	#
8	2186	8	9	10	70	#
9	2186	9	10	11	70	#
10	2186	10	11	12	70	#
11	2186	11	12	13	70	#
12	2186	12	13	14	70	#
13	2186	13	14	15	70	#
14	2186	14	15	16	70	#
15	2186	15	16	17	70	#
16	2186	16	17	18	70	#
17	2186	17	18	19	70	#
18	2186	18	19	20	70	#
19	2186	19	20	21	70	#
20	2186	20	21	22	70	#
21	2186	21	22	23	70	#
22	2186	22	23	24	70	#
23	2186	23	24	25	70	#
24	2186	24	25	26	70	#
25	2186	25	26	27	70	#
26	2186	26	27	28	70	#
27	2186	27	28	29	70	#
28	2186	28	29	30	70	#
29	2186	29	30	31	70	#
30	2186	30	31	32	70	#
31	2186	31	32	33	70	#
32	2186	32	33	34	70	#
33	2186	33	34	35	70	#
34	2186	34	35	36	70	#
35	2186	35	36	37	70	#
36	2186	36	37	38	70	#
37	2186	37	38	39	70	#
38	2186	38	39	40	70	#
39	2186	39	40	41	70	#
40	2186	40	41	42	70	#
41	2186	41	42	43	70	#
42	2186	42	43	44	70	#
43	2186	43	44	45	70	#
44	2186	44	45	46	70	#
45	2186	45	46	47	70	#
46	2186	46	47	48	70	#
47	2186	47	48	49	70	#
48	2186	48	49	50	70	#
49	2186	49	50	51	70	#
50	2186	50	51	52	70	#
51	2186	51	52	53	70	#
52	2186	52	53	54	70	#
53	2186	53	54	55	70	#
54	2186	54	55	56	70	#
55	2186	55	56	57	70	#
56	2186	56	57	58	70	#
57	2186	57	58	59	70	#
58	2186	58	59	60	70	#
59	2186	59	60	61	70	#
60	2186	60	61	62	70	#
61	2186	61	62	63	70	#
62	2186	62	63	64	70	#
63	2186	63	64	65	70	#
64	2186	64	65	66	70	#
65	2186	65	66	67	70	#
66	2154	66	67	68	70	#
67	2123	67	68	69	70	#
68	3787	0	1	2	71	#
69	3787	1	2	3	71	#
70	3787	2	3	4	71	#
71	3787	3	4	5	71	#
72	3787	4	5	6	71	#
73	3787	5	6	7	71	#
74	3787	6	7	8	71	#
75	3787	7	8	9	71	#
76	3787	8	9	10	71	#
77	3787	9	10	11	71	#
78	3787	10	11	12	71	#
79	3787	11	12	13	71	#
80	3787	12	13	14	71	#
81	3787	13	14	15	71	#
82	3787	14	15	16	71	#
83	3787	15	16	17	71	#
84	3787	16	17	18	71	#
85	3787	17	18	19	71	#
86	3787	18	19	20	71	#
87	3787	19	20	21	71	#
88	3787	20	21	22	71	#
89	3787	21	22	23	71	#
90	3787	22	23	24	71	#
91	3787	23	24	25	71	#
92	3787	24	25	26	71	#
93	3787	25	26	27	71	#
94	3787	26	27	28	71	#
95	3787	27	28	29	71	#
