%% File generated by CATS v.2.1Mon Aug 19 20:46:34 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 65; Bids: 650; Distribution: scheduling; Runs: 10; Seed: 1566267738
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 65
bids 658
dummy 14

0	3394	0	1	65	#
1	3394	1	2	65	#
2	3394	2	3	65	#
3	3394	3	4	65	#
4	3394	4	5	65	#
5	3394	5	6	65	#
6	3394	6	7	65	#
7	3394	7	8	65	#
8	3394	8	9	65	#
9	3394	9	10	65	#
10	3394	10	11	65	#
11	3394	11	12	65	#
12	3394	12	13	65	#
13	3394	13	14	65	#
14	3394	14	15	65	#
15	3394	15	16	65	#
16	3394	16	17	65	#
17	3394	17	18	65	#
18	3394	18	19	65	#
19	3394	19	20	65	#
20	3394	20	21	65	#
21	3394	21	22	65	#
22	3394	22	23	65	#
23	3394	23	24	65	#
24	3394	24	25	65	#
25	3394	25	26	65	#
26	3394	26	27	65	#
27	3394	27	28	65	#
28	3394	28	29	65	#
29	3394	29	30	65	#
30	3394	30	31	65	#
31	3394	31	32	65	#
32	3394	32	33	65	#
33	3394	33	34	65	#
34	3394	34	35	65	#
35	3394	35	36	65	#
36	3394	36	37	65	#
37	3394	37	38	65	#
38	3394	38	39	65	#
39	3394	39	40	65	#
40	3394	40	41	65	#
41	3394	41	42	65	#
42	3394	42	43	65	#
43	3394	43	44	65	#
44	3394	44	45	65	#
45	3394	45	46	65	#
46	3394	46	47	65	#
47	3394	47	48	65	#
48	3394	48	49	65	#
49	3394	49	50	65	#
50	3394	50	51	65	#
51	3394	51	52	65	#
52	3394	52	53	65	#
53	3394	53	54	65	#
54	12466	0	1	2	3	4	5	66	#
55	12466	1	2	3	4	5	6	66	#
56	12466	2	3	4	5	6	7	66	#
57	12466	3	4	5	6	7	8	66	#
58	12466	4	5	6	7	8	9	66	#
59	12466	5	6	7	8	9	10	66	#
60	12466	6	7	8	9	10	11	66	#
61	12466	7	8	9	10	11	12	66	#
62	12466	8	9	10	11	12	13	66	#
63	12466	9	10	11	12	13	14	66	#
64	12466	10	11	12	13	14	15	66	#
65	12466	11	12	13	14	15	16	66	#
66	12466	12	13	14	15	16	17	66	#
67	12466	13	14	15	16	17	18	66	#
68	12466	14	15	16	17	18	19	66	#
69	12466	15	16	17	18	19	20	66	#
70	12466	16	17	18	19	20	21	66	#
71	12466	17	18	19	20	21	22	66	#
72	12466	18	19	20	21	22	23	66	#
73	12466	19	20	21	22	23	24	66	#
74	12466	20	21	22	23	24	25	66	#
75	12466	21	22	23	24	25	26	66	#
76	12466	22	23	24	25	26	27	66	#
77	12466	23	24	25	26	27	28	66	#
78	12466	24	25	26	27	28	29	66	#
79	12466	25	26	27	28	29	30	66	#
80	12466	26	27	28	29	30	31	66	#
81	12466	27	28	29	30	31	32	66	#
82	12466	28	29	30	31	32	33	66	#
83	12466	29	30	31	32	33	34	66	#
84	12466	30	31	32	33	34	35	66	#
85	12466	31	32	33	34	35	36	66	#
86	12466	32	33	34	35	36	37	66	#
87	12466	33	34	35	36	37	38	66	#
88	12466	34	35	36	37	38	39	66	#
89	12466	35	36	37	38	39	40	66	#
90	12466	36	37	38	39	40	41	66	#
91	12466	37	38	39	40	41	42	66	#
92	12466	38	39	40	41	42	43	66	#
93	12466	39	40	41	42	43	44	66	#
94	12466	40	41	42	43	44	45	66	#
95	12466	41	42	43	44	45	46	66	#
96	12466	42	43	44	45	46	47	66	#
97	11054	43	44	45	46	47	48	66	#
98	11054	44	45	46	47	48	49	66	#
99	11054	45	46	47	48	49	50	66	#
100	11054	46	47	48	49	50	51	66	#
101	11054	47	48	49	50	51	52	66	#
102	11054	48	49	50	51	52	53	66	#
103	9930	49	50	51	52	53	54	66	#
104	9930	50	51	52	53	54	55	66	#
105	9930	51	52	53	54	55	56	66	#
106	9930	52	53	54	55	56	57	66	#
107	9930	53	54	55	56	57	58	66	#
108	9930	54	55	56	57	58	59	66	#
109	9605	55	56	57	58	59	60	66	#
110	9605	56	57	58	59	60	61	66	#
111	9300	57	58	59	60	61	62	66	#
112	9300	58	59	60	61	62	63	66	#
113	7871	0	1	2	3	4	5	67	#
114	7871	1	2	3	4	5	6	67	#
115	7871	2	3	4	5	6	7	67	#
116	7871	3	4	5	6	7	8	67	#
117	7871	4	5	6	7	8	9	67	#
118	7871	5	6	7	8	9	10	67	#
119	7871	6	7	8	9	10	11	67	#
120	7871	7	8	9	10	11	12	67	#
121	7871	8	9	10	11	12	13	67	#
122	7871	9	10	11	12	13	14	67	#
123	7871	10	11	12	13	14	15	67	#
124	7871	11	12	13	14	15	16	67	#
125	7871	12	13	14	15	16	17	67	#
126	7871	13	14	15	16	17	18	67	#
127	7871	14	15	16	17	18	19	67	#
128	7871	15	16	17	18	19	20	67	#
129	7871	16	17	18	19	20	21	67	#
130	7871	17	18	19	20	21	22	67	#
131	7871	18	19	20	21	22	23	67	#
132	4342	0	1	2	68	#
133	4342	1	2	3	68	#
134	4342	2	3	4	68	#
135	4342	3	4	5	68	#
136	4342	4	5	6	68	#
137	4342	5	6	7	68	#
138	4342	6	7	8	68	#
139	4342	7	8	9	68	#
140	4342	8	9	10	68	#
141	4342	9	10	11	68	#
142	4342	10	11	12	68	#
143	4342	11	12	13	68	#
144	4342	12	13	14	68	#
145	4342	13	14	15	68	#
146	4342	14	15	16	68	#
147	4342	15	16	17	68	#
148	4342	16	17	18	68	#
149	4342	17	18	19	68	#
150	4342	18	19	20	68	#
151	4342	19	20	21	68	#
152	4342	20	21	22	68	#
153	4342	21	22	23	68	#
154	4342	22	23	24	68	#
155	4342	23	24	25	68	#
156	4342	24	25	26	68	#
157	4342	25	26	27	68	#
158	4342	26	27	28	68	#
159	4342	27	28	29	68	#
160	4342	28	29	30	68	#
161	4342	29	30	31	68	#
162	4342	30	31	32	68	#
163	4342	31	32	33	68	#
164	4342	32	33	34	68	#
165	4342	33	34	35	68	#
166	4342	34	35	36	68	#
167	4342	35	36	37	68	#
168	4342	36	37	38	68	#
169	4342	37	38	39	68	#
170	4342	38	39	40	68	#
171	4342	39	40	41	68	#
172	4342	40	41	42	68	#
173	4342	41	42	43	68	#
174	4342	42	43	44	68	#
175	4342	43	44	45	68	#
176	4342	44	45	46	68	#
177	4342	45	46	47	68	#
178	4342	46	47	48	68	#
179	4342	47	48	49	68	#
180	4342	48	49	50	68	#
181	4342	49	50	51	68	#
182	4342	50	51	52	68	#
183	4342	51	52	53	68	#
184	4342	52	53	54	68	#
185	4342	53	54	55	68	#
186	4342	54	55	56	68	#
187	4342	55	56	57	68	#
188	4342	56	57	58	68	#
189	4342	57	58	59	68	#
190	4342	58	59	60	68	#
191	4342	59	60	61	68	#
192	4342	60	61	62	68	#
193	2096	0	1	2	69	#
194	2096	1	2	3	69	#
195	2096	2	3	4	69	#
196	2096	3	4	5	69	#
197	2096	4	5	6	69	#
198	2096	5	6	7	69	#
199	2096	6	7	8	69	#
200	2096	7	8	9	69	#
201	2096	8	9	10	69	#
202	2096	9	10	11	69	#
203	2096	10	11	12	69	#
204	2096	11	12	13	69	#
205	2096	12	13	14	69	#
206	2096	13	14	15	69	#
207	2096	14	15	16	69	#
208	2096	15	16	17	69	#
209	2096	16	17	18	69	#
210	2096	17	18	19	69	#
211	2096	18	19	20	69	#
212	2096	19	20	21	69	#
213	2096	20	21	22	69	#
214	2096	21	22	23	69	#
215	2096	22	23	24	69	#
216	2096	23	24	25	69	#
217	2096	24	25	26	69	#
218	2096	25	26	27	69	#
219	2096	26	27	28	69	#
220	2096	27	28	29	69	#
221	2096	28	29	30	69	#
222	2096	29	30	31	69	#
223	2096	30	31	32	69	#
224	2096	31	32	33	69	#
225	2096	32	33	34	69	#
226	2096	33	34	35	69	#
227	2096	34	35	36	69	#
228	2096	35	36	37	69	#
229	2096	36	37	38	69	#
230	2096	37	38	39	69	#
231	2096	38	39	40	69	#
232	2096	39	40	41	69	#
233	2096	40	41	42	69	#
234	2096	41	42	43	69	#
235	2096	42	43	44	69	#
236	2096	43	44	45	69	#
237	2096	44	45	46	69	#
238	2096	45	46	47	69	#
239	2096	46	47	48	69	#
240	2096	47	48	49	69	#
241	1712	48	49	50	69	#
242	1712	49	50	51	69	#
243	1712	50	51	52	69	#
244	1712	51	52	53	69	#
245	1712	52	53	54	69	#
246	1712	53	54	55	69	#
247	1712	54	55	56	69	#
248	1712	55	56	57	69	#
249	1712	56	57	58	69	#
250	1712	57	58	59	69	#
251	1712	58	59	60	69	#
252	7881	0	1	2	3	70	#
253	7881	1	2	3	4	70	#
254	7881	2	3	4	5	70	#
255	7881	3	4	5	6	70	#
256	7881	4	5	6	7	70	#
257	7881	5	6	7	8	70	#
258	7881	6	7	8	9	70	#
259	7881	7	8	9	10	70	#
260	7881	8	9	10	11	70	#
261	7881	9	10	11	12	70	#
262	7881	10	11	12	13	70	#
263	7881	11	12	13	14	70	#
264	7881	12	13	14	15	70	#
265	7881	13	14	15	16	70	#
266	7881	14	15	16	17	70	#
267	7881	15	16	17	18	70	#
268	7881	16	17	18	19	70	#
269	7881	17	18	19	20	70	#
270	7881	18	19	20	21	70	#
271	3009	19	20	21	22	70	#
272	3009	20	21	22	23	70	#
273	3009	21	22	23	24	70	#
274	3009	22	23	24	25	70	#
275	3009	23	24	25	26	70	#
276	3009	24	25	26	27	70	#
277	3009	25	26	27	28	70	#
278	3009	26	27	28	29	70	#
279	3009	27	28	29	30	70	#
280	3009	28	29	30	31	70	#
281	3009	29	30	31	32	70	#
282	3009	30	31	32	33	70	#
283	3009	31	32	33	34	70	#
284	3009	32	33	34	35	70	#
285	3009	33	34	35	36	70	#
286	3009	34	35	36	37	70	#
287	3009	35	36	37	38	70	#
288	3009	36	37	38	39	70	#
289	3009	37	38	39	40	70	#
290	3009	38	39	40	41	70	#
291	3009	39	40	41	42	70	#
292	3009	40	41	42	43	70	#
293	3009	41	42	43	44	70	#
