%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 50; Bids: 2000; Distribution: scheduling; Runs: 10; Seed: 1566345642
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 50
bids 2034
dummy 55

0	696	0	50	#
1	696	1	50	#
2	696	2	50	#
3	696	3	50	#
4	696	4	50	#
5	696	5	50	#
6	696	6	50	#
7	696	7	50	#
8	696	8	50	#
9	696	9	50	#
10	696	10	50	#
11	696	11	50	#
12	696	12	50	#
13	696	13	50	#
14	696	14	50	#
15	375	15	50	#
16	375	16	50	#
17	375	17	50	#
18	375	18	50	#
19	375	19	50	#
20	375	20	50	#
21	375	21	50	#
22	375	22	50	#
23	375	23	50	#
24	375	24	50	#
25	375	25	50	#
26	375	26	50	#
27	203	27	50	#
28	203	28	50	#
29	203	29	50	#
30	203	30	50	#
31	203	31	50	#
32	203	32	50	#
33	203	33	50	#
34	203	34	50	#
35	203	35	50	#
36	203	36	50	#
37	203	37	50	#
38	203	38	50	#
39	203	39	50	#
40	203	40	50	#
41	203	41	50	#
42	203	42	50	#
43	203	43	50	#
44	203	44	50	#
45	203	45	50	#
46	203	46	50	#
47	203	47	50	#
48	203	48	50	#
49	199	49	50	#
50	6298	0	1	2	3	51	#
51	6298	1	2	3	4	51	#
52	6298	2	3	4	5	51	#
53	6298	3	4	5	6	51	#
54	6298	4	5	6	7	51	#
55	6298	5	6	7	8	51	#
56	6298	6	7	8	9	51	#
57	6298	7	8	9	10	51	#
58	6298	8	9	10	11	51	#
59	6298	9	10	11	12	51	#
60	6298	10	11	12	13	51	#
61	6298	11	12	13	14	51	#
62	6298	12	13	14	15	51	#
63	6298	13	14	15	16	51	#
64	6298	14	15	16	17	51	#
65	6298	15	16	17	18	51	#
66	6298	16	17	18	19	51	#
67	6298	17	18	19	20	51	#
68	6298	18	19	20	21	51	#
69	6298	19	20	21	22	51	#
70	6298	20	21	22	23	51	#
71	6298	21	22	23	24	51	#
72	6298	22	23	24	25	51	#
73	6298	23	24	25	26	51	#
74	6298	24	25	26	27	51	#
75	6298	25	26	27	28	51	#
76	6298	26	27	28	29	51	#
77	6298	27	28	29	30	51	#
78	6298	28	29	30	31	51	#
79	6298	29	30	31	32	51	#
80	6298	30	31	32	33	51	#
81	6298	31	32	33	34	51	#
82	6298	32	33	34	35	51	#
83	6298	33	34	35	36	51	#
84	6298	34	35	36	37	51	#
85	6298	35	36	37	38	51	#
86	6298	36	37	38	39	51	#
87	3846	0	1	2	3	52	#
88	3846	1	2	3	4	52	#
89	3846	2	3	4	5	52	#
90	3846	3	4	5	6	52	#
91	3846	4	5	6	7	52	#
92	3846	5	6	7	8	52	#
93	3846	6	7	8	9	52	#
94	3846	7	8	9	10	52	#
95	3846	8	9	10	11	52	#
96	3846	9	10	11	12	52	#
97	3846	10	11	12	13	52	#
98	3846	11	12	13	14	52	#
99	3846	12	13	14	15	52	#
100	2307	13	14	15	16	52	#
101	2307	14	15	16	17	52	#
102	2307	15	16	17	18	52	#
103	2307	16	17	18	19	52	#
104	2307	17	18	19	20	52	#
105	2307	18	19	20	21	52	#
106	2307	19	20	21	22	52	#
107	2307	20	21	22	23	52	#
108	2307	21	22	23	24	52	#
109	2307	22	23	24	25	52	#
110	2219	23	24	25	26	52	#
111	1989	24	25	26	27	52	#
112	1989	25	26	27	28	52	#
113	1989	26	27	28	29	52	#
114	1311	27	28	29	30	52	#
115	1311	28	29	30	31	52	#
116	1311	29	30	31	32	52	#
117	1311	30	31	32	33	52	#
118	1311	31	32	33	34	52	#
119	1311	32	33	34	35	52	#
120	1311	33	34	35	36	52	#
121	1311	34	35	36	37	52	#
122	1311	35	36	37	38	52	#
123	1311	36	37	38	39	52	#
124	1311	37	38	39	40	52	#
125	1311	38	39	40	41	52	#
126	1311	39	40	41	42	52	#
127	1311	40	41	42	43	52	#
128	1311	41	42	43	44	52	#
129	1254	42	43	44	45	52	#
130	1254	43	44	45	46	52	#
131	1227	44	45	46	47	52	#
132	3258	0	1	53	#
133	3258	1	2	53	#
134	3258	2	3	53	#
135	3258	3	4	53	#
136	3258	4	5	53	#
137	3258	5	6	53	#
138	3258	6	7	53	#
139	3258	7	8	53	#
140	3258	8	9	53	#
141	3258	9	10	53	#
142	3258	10	11	53	#
143	3258	11	12	53	#
144	1086	12	13	53	#
145	1086	13	14	53	#
146	1086	14	15	53	#
147	1086	15	16	53	#
148	1086	16	17	53	#
149	1086	17	18	53	#
150	1086	18	19	53	#
151	1086	19	20	53	#
152	1086	20	21	53	#
153	1086	21	22	53	#
154	1086	22	23	53	#
155	1086	23	24	53	#
156	1086	24	25	53	#
157	1086	25	26	53	#
158	1086	26	27	53	#
159	1086	27	28	53	#
160	1086	28	29	53	#
161	1086	29	30	53	#
162	1086	30	31	53	#
163	1086	31	32	53	#
164	1086	32	33	53	#
165	1086	33	34	53	#
166	1086	34	35	53	#
167	1086	35	36	53	#
168	9343	0	1	2	3	4	5	6	7	8	9	54	#
169	9343	1	2	3	4	5	6	7	8	9	10	54	#
170	9343	2	3	4	5	6	7	8	9	10	11	54	#
171	9343	3	4	5	6	7	8	9	10	11	12	54	#
172	9343	4	5	6	7	8	9	10	11	12	13	54	#
173	9343	5	6	7	8	9	10	11	12	13	14	54	#
174	9343	6	7	8	9	10	11	12	13	14	15	54	#
175	9343	7	8	9	10	11	12	13	14	15	16	54	#
176	9343	8	9	10	11	12	13	14	15	16	17	54	#
177	9343	9	10	11	12	13	14	15	16	17	18	54	#
178	9343	10	11	12	13	14	15	16	17	18	19	54	#
179	9343	11	12	13	14	15	16	17	18	19	20	54	#
180	9343	12	13	14	15	16	17	18	19	20	21	54	#
181	9343	13	14	15	16	17	18	19	20	21	22	54	#
182	9343	14	15	16	17	18	19	20	21	22	23	54	#
183	9343	15	16	17	18	19	20	21	22	23	24	54	#
184	9343	16	17	18	19	20	21	22	23	24	25	54	#
185	9343	17	18	19	20	21	22	23	24	25	26	54	#
186	9343	18	19	20	21	22	23	24	25	26	27	54	#
187	9343	19	20	21	22	23	24	25	26	27	28	54	#
188	9343	20	21	22	23	24	25	26	27	28	29	54	#
189	9343	21	22	23	24	25	26	27	28	29	30	54	#
190	9343	22	23	24	25	26	27	28	29	30	31	54	#
191	9343	23	24	25	26	27	28	29	30	31	32	54	#
192	9343	24	25	26	27	28	29	30	31	32	33	54	#
193	9343	25	26	27	28	29	30	31	32	33	34	54	#
194	9343	26	27	28	29	30	31	32	33	34	35	54	#
195	9343	27	28	29	30	31	32	33	34	35	36	54	#
196	9343	28	29	30	31	32	33	34	35	36	37	54	#
197	9343	29	30	31	32	33	34	35	36	37	38	54	#
198	9343	30	31	32	33	34	35	36	37	38	39	54	#
199	23184	0	1	2	3	4	5	6	7	8	9	55	#
200	23184	1	2	3	4	5	6	7	8	9	10	55	#
201	23184	2	3	4	5	6	7	8	9	10	11	55	#
202	23184	3	4	5	6	7	8	9	10	11	12	55	#
203	23184	4	5	6	7	8	9	10	11	12	13	55	#
204	23184	5	6	7	8	9	10	11	12	13	14	55	#
205	23184	6	7	8	9	10	11	12	13	14	15	55	#
206	23184	7	8	9	10	11	12	13	14	15	16	55	#
207	23184	8	9	10	11	12	13	14	15	16	17	55	#
208	23184	9	10	11	12	13	14	15	16	17	18	55	#
209	23184	10	11	12	13	14	15	16	17	18	19	55	#
210	23184	11	12	13	14	15	16	17	18	19	20	55	#
211	23184	12	13	14	15	16	17	18	19	20	21	55	#
212	23184	13	14	15	16	17	18	19	20	21	22	55	#
213	23184	14	15	16	17	18	19	20	21	22	23	55	#
214	23184	15	16	17	18	19	20	21	22	23	24	55	#
215	23184	16	17	18	19	20	21	22	23	24	25	55	#
216	23184	17	18	19	20	21	22	23	24	25	26	55	#
217	13700	18	19	20	21	22	23	24	25	26	27	55	#
218	13700	19	20	21	22	23	24	25	26	27	28	55	#
219	13700	20	21	22	23	24	25	26	27	28	29	55	#
220	13700	21	22	23	24	25	26	27	28	29	30	55	#
