%% File generated by CATS v.2.1Mon Aug 19 20:46:24 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 60; Bids: 2400; Distribution: scheduling; Runs: 10; Seed: 1566267703
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 60
bids 2435
dummy 55

0	15339	0	1	2	3	4	5	6	60	#
1	15339	1	2	3	4	5	6	7	60	#
2	15339	2	3	4	5	6	7	8	60	#
3	15339	3	4	5	6	7	8	9	60	#
4	15339	4	5	6	7	8	9	10	60	#
5	15339	5	6	7	8	9	10	11	60	#
6	15339	6	7	8	9	10	11	12	60	#
7	15339	7	8	9	10	11	12	13	60	#
8	15339	8	9	10	11	12	13	14	60	#
9	15339	9	10	11	12	13	14	15	60	#
10	15339	10	11	12	13	14	15	16	60	#
11	15339	11	12	13	14	15	16	17	60	#
12	15339	12	13	14	15	16	17	18	60	#
13	15339	13	14	15	16	17	18	19	60	#
14	15339	14	15	16	17	18	19	20	60	#
15	15339	15	16	17	18	19	20	21	60	#
16	15339	16	17	18	19	20	21	22	60	#
17	15339	17	18	19	20	21	22	23	60	#
18	15339	18	19	20	21	22	23	24	60	#
19	15339	19	20	21	22	23	24	25	60	#
20	15339	20	21	22	23	24	25	26	60	#
21	15339	21	22	23	24	25	26	27	60	#
22	15339	22	23	24	25	26	27	28	60	#
23	10226	23	24	25	26	27	28	29	60	#
24	10226	24	25	26	27	28	29	30	60	#
25	10226	25	26	27	28	29	30	31	60	#
26	10226	26	27	28	29	30	31	32	60	#
27	10226	27	28	29	30	31	32	33	60	#
28	10226	28	29	30	31	32	33	34	60	#
29	10226	29	30	31	32	33	34	35	60	#
30	10226	30	31	32	33	34	35	36	60	#
31	10226	31	32	33	34	35	36	37	60	#
32	10226	32	33	34	35	36	37	38	60	#
33	10226	33	34	35	36	37	38	39	60	#
34	10226	34	35	36	37	38	39	40	60	#
35	10226	35	36	37	38	39	40	41	60	#
36	10226	36	37	38	39	40	41	42	60	#
37	6514	0	1	2	3	61	#
38	6514	1	2	3	4	61	#
39	6514	2	3	4	5	61	#
40	6514	3	4	5	6	61	#
41	6514	4	5	6	7	61	#
42	6514	5	6	7	8	61	#
43	6514	6	7	8	9	61	#
44	6514	7	8	9	10	61	#
45	6514	8	9	10	11	61	#
46	6514	9	10	11	12	61	#
47	6514	10	11	12	13	61	#
48	6514	11	12	13	14	61	#
49	6514	12	13	14	15	61	#
50	6514	13	14	15	16	61	#
51	6514	14	15	16	17	61	#
52	6514	15	16	17	18	61	#
53	6514	16	17	18	19	61	#
54	6514	17	18	19	20	61	#
55	2458	18	19	20	21	61	#
56	2458	19	20	21	22	61	#
57	2458	20	21	22	23	61	#
58	2458	21	22	23	24	61	#
59	2458	22	23	24	25	61	#
60	2458	23	24	25	26	61	#
61	2458	24	25	26	27	61	#
62	2458	25	26	27	28	61	#
63	2458	26	27	28	29	61	#
64	2458	27	28	29	30	61	#
65	2458	28	29	30	31	61	#
66	2458	29	30	31	32	61	#
67	2458	30	31	32	33	61	#
68	2458	31	32	33	34	61	#
69	2458	32	33	34	35	61	#
70	2458	33	34	35	36	61	#
71	2458	34	35	36	37	61	#
72	2458	35	36	37	38	61	#
73	2458	36	37	38	39	61	#
74	2458	37	38	39	40	61	#
75	2458	38	39	40	41	61	#
76	2458	39	40	41	42	61	#
77	2458	40	41	42	43	61	#
78	2458	41	42	43	44	61	#
79	2458	42	43	44	45	61	#
80	2458	43	44	45	46	61	#
81	2458	44	45	46	47	61	#
82	2458	45	46	47	48	61	#
83	2458	46	47	48	49	61	#
84	2458	47	48	49	50	61	#
85	2458	48	49	50	51	61	#
86	2458	49	50	51	52	61	#
87	2458	50	51	52	53	61	#
88	2935	0	1	2	3	62	#
89	2935	1	2	3	4	62	#
90	2935	2	3	4	5	62	#
91	2935	3	4	5	6	62	#
92	2935	4	5	6	7	62	#
93	2935	5	6	7	8	62	#
94	2935	6	7	8	9	62	#
95	600	7	8	9	10	62	#
96	600	8	9	10	11	62	#
97	600	9	10	11	12	62	#
98	600	10	11	12	13	62	#
99	600	11	12	13	14	62	#
100	600	12	13	14	15	62	#
101	600	13	14	15	16	62	#
102	600	14	15	16	17	62	#
103	600	15	16	17	18	62	#
104	600	16	17	18	19	62	#
105	600	17	18	19	20	62	#
106	600	18	19	20	21	62	#
107	600	19	20	21	22	62	#
108	600	20	21	22	23	62	#
109	600	21	22	23	24	62	#
110	600	22	23	24	25	62	#
111	600	23	24	25	26	62	#
112	600	24	25	26	27	62	#
113	600	25	26	27	28	62	#
114	600	26	27	28	29	62	#
115	600	27	28	29	30	62	#
116	600	28	29	30	31	62	#
117	600	29	30	31	32	62	#
118	600	30	31	32	33	62	#
119	600	31	32	33	34	62	#
120	600	32	33	34	35	62	#
121	600	33	34	35	36	62	#
122	600	34	35	36	37	62	#
123	600	35	36	37	38	62	#
124	600	36	37	38	39	62	#
125	600	37	38	39	40	62	#
126	600	38	39	40	41	62	#
127	600	39	40	41	42	62	#
128	600	40	41	42	43	62	#
129	600	41	42	43	44	62	#
130	550	42	43	44	45	62	#
131	550	43	44	45	46	62	#
132	550	44	45	46	47	62	#
133	550	45	46	47	48	62	#
134	6312	0	1	2	3	4	5	63	#
135	6312	1	2	3	4	5	6	63	#
136	6312	2	3	4	5	6	7	63	#
137	6312	3	4	5	6	7	8	63	#
138	6312	4	5	6	7	8	9	63	#
139	6312	5	6	7	8	9	10	63	#
140	6312	6	7	8	9	10	11	63	#
141	6312	7	8	9	10	11	12	63	#
142	6312	8	9	10	11	12	13	63	#
143	6312	9	10	11	12	13	14	63	#
144	2946	10	11	12	13	14	15	63	#
145	2946	11	12	13	14	15	16	63	#
146	2946	12	13	14	15	16	17	63	#
147	2946	13	14	15	16	17	18	63	#
148	2946	14	15	16	17	18	19	63	#
149	2946	15	16	17	18	19	20	63	#
150	2946	16	17	18	19	20	21	63	#
151	2946	17	18	19	20	21	22	63	#
152	2946	18	19	20	21	22	23	63	#
153	2946	19	20	21	22	23	24	63	#
154	2946	20	21	22	23	24	25	63	#
155	2946	21	22	23	24	25	26	63	#
156	2946	22	23	24	25	26	27	63	#
157	2946	23	24	25	26	27	28	63	#
158	2946	24	25	26	27	28	29	63	#
159	2946	25	26	27	28	29	30	63	#
160	1964	26	27	28	29	30	31	63	#
161	1964	27	28	29	30	31	32	63	#
162	1964	28	29	30	31	32	33	63	#
163	1964	29	30	31	32	33	34	63	#
164	1964	30	31	32	33	34	35	63	#
165	1964	31	32	33	34	35	36	63	#
166	1964	32	33	34	35	36	37	63	#
167	1964	33	34	35	36	37	38	63	#
168	1964	34	35	36	37	38	39	63	#
169	1964	35	36	37	38	39	40	63	#
170	1964	36	37	38	39	40	41	63	#
171	1964	37	38	39	40	41	42	63	#
172	1964	38	39	40	41	42	43	63	#
173	1964	39	40	41	42	43	44	63	#
174	1964	40	41	42	43	44	45	63	#
175	2557	0	1	64	#
176	2557	1	2	64	#
177	2557	2	3	64	#
178	2557	3	4	64	#
179	2557	4	5	64	#
180	2557	5	6	64	#
181	2557	6	7	64	#
182	2557	7	8	64	#
183	2557	8	9	64	#
184	2557	9	10	64	#
185	2557	10	11	64	#
186	2557	11	12	64	#
187	2557	12	13	64	#
188	2557	13	14	64	#
189	2557	14	15	64	#
190	2557	15	16	64	#
191	2557	16	17	64	#
192	2557	17	18	64	#
193	2557	18	19	64	#
194	2557	19	20	64	#
195	2557	20	21	64	#
196	2557	21	22	64	#
197	2557	22	23	64	#
198	2557	23	24	64	#
199	2557	24	25	64	#
