%% File generated by CATS v.2.1Mon Aug 19 20:46:26 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 60; Bids: 4800; Distribution: scheduling; Runs: 10; Seed: 1566267709
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 60
bids 4850
dummy 117

0	2232	0	1	60	#
1	2232	1	2	60	#
2	2232	2	3	60	#
3	2232	3	4	60	#
4	2232	4	5	60	#
5	2232	5	6	60	#
6	2232	6	7	60	#
7	2232	7	8	60	#
8	2232	8	9	60	#
9	2232	9	10	60	#
10	2232	10	11	60	#
11	10585	0	1	2	3	4	5	6	7	61	#
12	10585	1	2	3	4	5	6	7	8	61	#
13	10585	2	3	4	5	6	7	8	9	61	#
14	10585	3	4	5	6	7	8	9	10	61	#
15	10585	4	5	6	7	8	9	10	11	61	#
16	10585	5	6	7	8	9	10	11	12	61	#
17	10585	6	7	8	9	10	11	12	13	61	#
18	10585	7	8	9	10	11	12	13	14	61	#
19	10585	8	9	10	11	12	13	14	15	61	#
20	10585	9	10	11	12	13	14	15	16	61	#
21	10585	10	11	12	13	14	15	16	17	61	#
22	10585	11	12	13	14	15	16	17	18	61	#
23	10585	12	13	14	15	16	17	18	19	61	#
24	10585	13	14	15	16	17	18	19	20	61	#
25	10585	14	15	16	17	18	19	20	21	61	#
26	10585	15	16	17	18	19	20	21	22	61	#
27	10585	16	17	18	19	20	21	22	23	61	#
28	10585	17	18	19	20	21	22	23	24	61	#
29	10585	18	19	20	21	22	23	24	25	61	#
30	10585	19	20	21	22	23	24	25	26	61	#
31	10585	20	21	22	23	24	25	26	27	61	#
32	10585	21	22	23	24	25	26	27	28	61	#
33	10585	22	23	24	25	26	27	28	29	61	#
34	10585	23	24	25	26	27	28	29	30	61	#
35	10585	24	25	26	27	28	29	30	31	61	#
36	10585	25	26	27	28	29	30	31	32	61	#
37	10585	26	27	28	29	30	31	32	33	61	#
38	10585	27	28	29	30	31	32	33	34	61	#
39	6543	28	29	30	31	32	33	34	35	61	#
40	6543	29	30	31	32	33	34	35	36	61	#
41	6543	30	31	32	33	34	35	36	37	61	#
42	6543	31	32	33	34	35	36	37	38	61	#
43	6543	32	33	34	35	36	37	38	39	61	#
44	6543	33	34	35	36	37	38	39	40	61	#
45	6543	34	35	36	37	38	39	40	41	61	#
46	6543	35	36	37	38	39	40	41	42	61	#
47	6543	36	37	38	39	40	41	42	43	61	#
48	6543	37	38	39	40	41	42	43	44	61	#
49	6543	38	39	40	41	42	43	44	45	61	#
50	6543	39	40	41	42	43	44	45	46	61	#
51	6543	40	41	42	43	44	45	46	47	61	#
52	6543	41	42	43	44	45	46	47	48	61	#
53	6543	42	43	44	45	46	47	48	49	61	#
54	6543	43	44	45	46	47	48	49	50	61	#
55	6543	44	45	46	47	48	49	50	51	61	#
56	6543	45	46	47	48	49	50	51	52	61	#
57	6543	46	47	48	49	50	51	52	53	61	#
58	6543	47	48	49	50	51	52	53	54	61	#
59	6543	48	49	50	51	52	53	54	55	61	#
60	6100	49	50	51	52	53	54	55	56	61	#
61	6100	50	51	52	53	54	55	56	57	61	#
62	6100	51	52	53	54	55	56	57	58	61	#
63	6100	52	53	54	55	56	57	58	59	61	#
64	6322	0	1	2	3	62	#
65	6322	1	2	3	4	62	#
66	6322	2	3	4	5	62	#
67	6322	3	4	5	6	62	#
68	6322	4	5	6	7	62	#
69	6322	5	6	7	8	62	#
70	6322	6	7	8	9	62	#
71	6322	7	8	9	10	62	#
72	6322	8	9	10	11	62	#
73	2576	9	10	11	12	62	#
74	2576	10	11	12	13	62	#
75	2576	11	12	13	14	62	#
76	2576	12	13	14	15	62	#
77	2576	13	14	15	16	62	#
78	2576	14	15	16	17	62	#
79	2576	15	16	17	18	62	#
80	2576	16	17	18	19	62	#
81	2576	17	18	19	20	62	#
82	2576	18	19	20	21	62	#
83	2576	19	20	21	22	62	#
84	2576	20	21	22	23	62	#
85	2576	21	22	23	24	62	#
86	2576	22	23	24	25	62	#
87	2576	23	24	25	26	62	#
88	2576	24	25	26	27	62	#
89	1419	25	26	27	28	62	#
90	1419	26	27	28	29	62	#
91	1419	27	28	29	30	62	#
92	1419	28	29	30	31	62	#
93	1419	29	30	31	32	62	#
94	1419	30	31	32	33	62	#
95	1419	31	32	33	34	62	#
96	1419	32	33	34	35	62	#
97	1419	33	34	35	36	62	#
98	1419	34	35	36	37	62	#
99	1419	35	36	37	38	62	#
100	1419	36	37	38	39	62	#
101	1419	37	38	39	40	62	#
102	1419	38	39	40	41	62	#
103	1419	39	40	41	42	62	#
104	1419	40	41	42	43	62	#
105	1419	41	42	43	44	62	#
106	1419	42	43	44	45	62	#
107	1419	43	44	45	46	62	#
108	1419	44	45	46	47	62	#
109	1419	45	46	47	48	62	#
110	1419	46	47	48	49	62	#
111	1199	47	48	49	50	62	#
112	1199	48	49	50	51	62	#
113	1199	49	50	51	52	62	#
114	1199	50	51	52	53	62	#
115	1199	51	52	53	54	62	#
116	1199	52	53	54	55	62	#
117	1199	53	54	55	56	62	#
118	1199	54	55	56	57	62	#
119	1199	55	56	57	58	62	#
120	1179	56	57	58	59	62	#
121	5110	0	1	2	3	63	#
122	5110	1	2	3	4	63	#
123	5110	2	3	4	5	63	#
124	5110	3	4	5	6	63	#
125	5110	4	5	6	7	63	#
126	5110	5	6	7	8	63	#
127	5110	6	7	8	9	63	#
128	5110	7	8	9	10	63	#
129	5110	8	9	10	11	63	#
130	5110	9	10	11	12	63	#
131	5110	10	11	12	13	63	#
132	5110	11	12	13	14	63	#
133	5110	12	13	14	15	63	#
134	5110	13	14	15	16	63	#
135	5110	14	15	16	17	63	#
136	5110	15	16	17	18	63	#
137	5110	16	17	18	19	63	#
138	5110	17	18	19	20	63	#
139	5110	18	19	20	21	63	#
140	5110	19	20	21	22	63	#
141	5110	20	21	22	23	63	#
142	5110	21	22	23	24	63	#
143	5110	22	23	24	25	63	#
144	5110	23	24	25	26	63	#
145	4921	24	25	26	27	63	#
146	4429	25	26	27	28	63	#
147	4429	26	27	28	29	63	#
148	4429	27	28	29	30	63	#
149	10163	0	1	2	3	4	5	6	64	#
150	10163	1	2	3	4	5	6	7	64	#
151	10163	2	3	4	5	6	7	8	64	#
152	10163	3	4	5	6	7	8	9	64	#
153	10163	4	5	6	7	8	9	10	64	#
154	10163	5	6	7	8	9	10	11	64	#
155	10163	6	7	8	9	10	11	12	64	#
156	2489	7	8	9	10	11	12	13	64	#
157	2489	8	9	10	11	12	13	14	64	#
