%% File generated by CATS v.2.1Mon Aug 19 20:46:47 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 70; Bids: 700; Distribution: scheduling; Runs: 10; Seed: 1566267781
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 70
bids 749
dummy 12

0	3520	0	1	2	3	4	70	#
1	3520	1	2	3	4	5	70	#
2	3520	2	3	4	5	6	70	#
3	3520	3	4	5	6	7	70	#
4	3520	4	5	6	7	8	70	#
5	3520	5	6	7	8	9	70	#
6	3520	6	7	8	9	10	70	#
7	3520	7	8	9	10	11	70	#
8	3520	8	9	10	11	12	70	#
9	3520	9	10	11	12	13	70	#
10	3520	10	11	12	13	14	70	#
11	3520	11	12	13	14	15	70	#
12	1956	12	13	14	15	16	70	#
13	1956	13	14	15	16	17	70	#
14	1956	14	15	16	17	18	70	#
15	1956	15	16	17	18	19	70	#
16	1956	16	17	18	19	20	70	#
17	1956	17	18	19	20	21	70	#
18	1956	18	19	20	21	22	70	#
19	1956	19	20	21	22	23	70	#
20	1956	20	21	22	23	24	70	#
21	1956	21	22	23	24	25	70	#
22	1956	22	23	24	25	26	70	#
23	1956	23	24	25	26	27	70	#
24	1821	24	25	26	27	28	70	#
25	1821	25	26	27	28	29	70	#
26	1390	26	27	28	29	30	70	#
27	1390	27	28	29	30	31	70	#
28	1390	28	29	30	31	32	70	#
29	1390	29	30	31	32	33	70	#
30	1390	30	31	32	33	34	70	#
31	1390	31	32	33	34	35	70	#
32	1390	32	33	34	35	36	70	#
33	1390	33	34	35	36	37	70	#
34	1390	34	35	36	37	38	70	#
35	895	35	36	37	38	39	70	#
36	895	36	37	38	39	40	70	#
37	895	37	38	39	40	41	70	#
38	895	38	39	40	41	42	70	#
39	895	39	40	41	42	43	70	#
40	895	40	41	42	43	44	70	#
41	895	41	42	43	44	45	70	#
42	895	42	43	44	45	46	70	#
43	895	43	44	45	46	47	70	#
44	895	44	45	46	47	48	70	#
45	895	45	46	47	48	49	70	#
46	895	46	47	48	49	50	70	#
47	895	47	48	49	50	51	70	#
48	895	48	49	50	51	52	70	#
49	895	49	50	51	52	53	70	#
50	895	50	51	52	53	54	70	#
51	895	51	52	53	54	55	70	#
52	895	52	53	54	55	56	70	#
53	895	53	54	55	56	57	70	#
54	895	54	55	56	57	58	70	#
55	895	55	56	57	58	59	70	#
56	8100	0	1	2	3	4	71	#
57	8100	1	2	3	4	5	71	#
58	8100	2	3	4	5	6	71	#
59	8100	3	4	5	6	7	71	#
60	8100	4	5	6	7	8	71	#
61	8100	5	6	7	8	9	71	#
62	8100	6	7	8	9	10	71	#
63	8100	7	8	9	10	11	71	#
64	8100	8	9	10	11	12	71	#
65	8100	9	10	11	12	13	71	#
66	8100	10	11	12	13	14	71	#
67	8100	11	12	13	14	15	71	#
68	8100	12	13	14	15	16	71	#
69	8100	13	14	15	16	17	71	#
70	8100	14	15	16	17	18	71	#
71	8100	15	16	17	18	19	71	#
72	5307	16	17	18	19	20	71	#
73	5307	17	18	19	20	21	71	#
74	5307	18	19	20	21	22	71	#
75	5307	19	20	21	22	23	71	#
76	5307	20	21	22	23	24	71	#
77	5307	21	22	23	24	25	71	#
78	5307	22	23	24	25	26	71	#
79	5307	23	24	25	26	27	71	#
80	5307	24	25	26	27	28	71	#
81	5307	25	26	27	28	29	71	#
82	4663	26	27	28	29	30	71	#
83	4663	27	28	29	30	31	71	#
84	4663	28	29	30	31	32	71	#
85	4663	29	30	31	32	33	71	#
86	3579	30	31	32	33	34	71	#
87	3579	31	32	33	34	35	71	#
88	3579	32	33	34	35	36	71	#
89	3579	33	34	35	36	37	71	#
90	3579	34	35	36	37	38	71	#
91	3579	35	36	37	38	39	71	#
92	3579	36	37	38	39	40	71	#
93	3579	37	38	39	40	41	71	#
94	3579	38	39	40	41	42	71	#
95	3579	39	40	41	42	43	71	#
96	3078	40	41	42	43	44	71	#
97	3078	41	42	43	44	45	71	#
98	3078	42	43	44	45	46	71	#
99	3078	43	44	45	46	47	71	#
100	3078	44	45	46	47	48	71	#
101	3078	45	46	47	48	49	71	#
102	3078	46	47	48	49	50	71	#
103	2443	47	48	49	50	51	71	#
104	2443	48	49	50	51	52	71	#
105	2443	49	50	51	52	53	71	#
106	2443	50	51	52	53	54	71	#
107	2443	51	52	53	54	55	71	#
108	2443	52	53	54	55	56	71	#
109	2443	53	54	55	56	57	71	#
110	2443	54	55	56	57	58	71	#
111	2443	55	56	57	58	59	71	#
112	2443	56	57	58	59	60	71	#
113	2443	57	58	59	60	61	71	#
114	2443	58	59	60	61	62	71	#
115	2443	59	60	61	62	63	71	#
116	2263	60	61	62	63	64	71	#
117	2263	61	62	63	64	65	71	#
118	2263	62	63	64	65	66	71	#
119	2263	63	64	65	66	67	71	#
120	2263	64	65	66	67	68	71	#
121	15217	0	1	2	3	4	5	6	72	#
122	15217	1	2	3	4	5	6	7	72	#
123	15217	2	3	4	5	6	7	8	72	#
124	15217	3	4	5	6	7	8	9	72	#
125	15217	4	5	6	7	8	9	10	72	#
126	15217	5	6	7	8	9	10	11	72	#
127	15217	6	7	8	9	10	11	12	72	#
128	15217	7	8	9	10	11	12	13	72	#
129	15217	8	9	10	11	12	13	14	72	#
130	15217	9	10	11	12	13	14	15	72	#
131	15217	10	11	12	13	14	15	16	72	#
132	15217	11	12	13	14	15	16	17	72	#
133	15217	12	13	14	15	16	17	18	72	#
134	15217	13	14	15	16	17	18	19	72	#
135	15217	14	15	16	17	18	19	20	72	#
136	15217	15	16	17	18	19	20	21	72	#
137	15217	16	17	18	19	20	21	22	72	#
138	15217	17	18	19	20	21	22	23	72	#
139	15217	18	19	20	21	22	23	24	72	#
140	15217	19	20	21	22	23	24	25	72	#
141	15217	20	21	22	23	24	25	26	72	#
142	15217	21	22	23	24	25	26	27	72	#
143	15217	22	23	24	25	26	27	28	72	#
144	15217	23	24	25	26	27	28	29	72	#
145	15217	24	25	26	27	28	29	30	72	#
146	15217	25	26	27	28	29	30	31	72	#
147	15217	26	27	28	29	30	31	32	72	#
148	15217	27	28	29	30	31	32	33	72	#
149	15217	28	29	30	31	32	33	34	72	#
150	15217	29	30	31	32	33	34	35	72	#
151	15217	30	31	32	33	34	35	36	72	#
152	15217	31	32	33	34	35	36	37	72	#
153	15217	32	33	34	35	36	37	38	72	#
154	15217	33	34	35	36	37	38	39	72	#
155	15217	34	35	36	37	38	39	40	72	#
156	15217	35	36	37	38	39	40	41	72	#
157	15217	36	37	38	39	40	41	42	72	#
158	15217	37	38	39	40	41	42	43	72	#
159	15217	38	39	40	41	42	43	44	72	#
160	15217	39	40	41	42	43	44	45	72	#
161	15217	40	41	42	43	44	45	46	72	#
162	15217	41	42	43	44	45	46	47	72	#
163	15217	42	43	44	45	46	47	48	72	#
164	15217	43	44	45	46	47	48	49	72	#
165	15217	44	45	46	47	48	49	50	72	#
166	15217	45	46	47	48	49	50	51	72	#
167	15217	46	47	48	49	50	51	52	72	#
168	15217	47	48	49	50	51	52	53	72	#
169	15217	48	49	50	51	52	53	54	72	#
170	15217	49	50	51	52	53	54	55	72	#
171	15217	50	51	52	53	54	55	56	72	#
172	15217	51	52	53	54	55	56	57	72	#
173	15217	52	53	54	55	56	57	58	72	#
174	13791	53	54	55	56	57	58	59	72	#
175	13791	54	55	56	57	58	59	60	72	#
176	13791	55	56	57	58	59	60	61	72	#
177	13791	56	57	58	59	60	61	62	72	#
178	13791	57	58	59	60	61	62	63	72	#
179	13791	58	59	60	61	62	63	64	72	#
180	13373	59	60	61	62	63	64	65	72	#
181	13373	60	61	62	63	64	65	66	72	#
182	12979	61	62	63	64	65	66	67	72	#
183	12979	62	63	64	65	66	67	68	72	#
184	12791	63	64	65	66	67	68	69	72	#
185	5479	0	1	2	3	4	5	73	#
186	5479	1	2	3	4	5	6	73	#
187	5479	2	3	4	5	6	7	73	#
188	5479	3	4	5	6	7	8	73	#
189	5479	4	5	6	7	8	9	73	#
190	5479	5	6	7	8	9	10	73	#
191	5479	6	7	8	9	10	11	73	#
192	5479	7	8	9	10	11	12	73	#
193	5479	8	9	10	11	12	13	73	#
194	5479	9	10	11	12	13	14	73	#
195	5479	10	11	12	13	14	15	73	#
196	5479	11	12	13	14	15	16	73	#
197	5479	12	13	14	15	16	17	73	#
198	5479	13	14	15	16	17	18	73	#
199	5479	14	15	16	17	18	19	73	#
200	5479	15	16	17	18	19	20	73	#
201	5479	16	17	18	19	20	21	73	#
202	5479	17	18	19	20	21	22	73	#
203	5479	18	19	20	21	22	23	73	#
204	5479	19	20	21	22	23	24	73	#
205	5479	20	21	22	23	24	25	73	#
206	5479	21	22	23	24	25	26	73	#
207	5479	22	23	24	25	26	27	73	#
208	5479	23	24	25	26	27	28	73	#
209	5479	24	25	26	27	28	29	73	#
210	5479	25	26	27	28	29	30	73	#
211	5479	26	27	28	29	30	31	73	#
212	5479	27	28	29	30	31	32	73	#
