%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 65; Bids: 650; Distribution: scheduling; Runs: 10; Seed: 1566345652
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 65
bids 692
dummy 14

0	7660	0	1	2	3	4	65	#
1	7660	1	2	3	4	5	65	#
2	7660	2	3	4	5	6	65	#
3	7660	3	4	5	6	7	65	#
4	7660	4	5	6	7	8	65	#
5	7660	5	6	7	8	9	65	#
6	7660	6	7	8	9	10	65	#
7	7660	7	8	9	10	11	65	#
8	7660	8	9	10	11	12	65	#
9	7660	9	10	11	12	13	65	#
10	7660	10	11	12	13	14	65	#
11	7660	11	12	13	14	15	65	#
12	7660	12	13	14	15	16	65	#
13	7660	13	14	15	16	17	65	#
14	7660	14	15	16	17	18	65	#
15	7660	15	16	17	18	19	65	#
16	7660	16	17	18	19	20	65	#
17	7660	17	18	19	20	21	65	#
18	7660	18	19	20	21	22	65	#
19	7660	19	20	21	22	23	65	#
20	3037	20	21	22	23	24	65	#
21	3037	21	22	23	24	25	65	#
22	3037	22	23	24	25	26	65	#
23	3037	23	24	25	26	27	65	#
24	3037	24	25	26	27	28	65	#
25	3037	25	26	27	28	29	65	#
26	3037	26	27	28	29	30	65	#
27	3037	27	28	29	30	31	65	#
28	3037	28	29	30	31	32	65	#
29	3037	29	30	31	32	33	65	#
30	3037	30	31	32	33	34	65	#
31	3037	31	32	33	34	35	65	#
32	3037	32	33	34	35	36	65	#
33	3037	33	34	35	36	37	65	#
34	3037	34	35	36	37	38	65	#
35	3037	35	36	37	38	39	65	#
36	3037	36	37	38	39	40	65	#
37	3037	37	38	39	40	41	65	#
38	3037	38	39	40	41	42	65	#
39	3037	39	40	41	42	43	65	#
40	3037	40	41	42	43	44	65	#
41	3037	41	42	43	44	45	65	#
42	3037	42	43	44	45	46	65	#
43	3037	43	44	45	46	47	65	#
44	3037	44	45	46	47	48	65	#
45	3037	45	46	47	48	49	65	#
46	3037	46	47	48	49	50	65	#
47	3037	47	48	49	50	51	65	#
48	3037	48	49	50	51	52	65	#
49	3037	49	50	51	52	53	65	#
50	3037	50	51	52	53	54	65	#
51	3037	51	52	53	54	55	65	#
52	3037	52	53	54	55	56	65	#
53	3037	53	54	55	56	57	65	#
54	3037	54	55	56	57	58	65	#
55	2986	55	56	57	58	59	65	#
56	2554	0	1	2	66	#
57	2554	1	2	3	66	#
58	2554	2	3	4	66	#
59	2554	3	4	5	66	#
60	2554	4	5	6	66	#
61	2554	5	6	7	66	#
62	2554	6	7	8	66	#
63	1703	7	8	9	66	#
64	1703	8	9	10	66	#
65	1703	9	10	11	66	#
66	1703	10	11	12	66	#
67	4282	0	1	2	67	#
68	4282	1	2	3	67	#
69	4282	2	3	4	67	#
70	4282	3	4	5	67	#
71	4282	4	5	6	67	#
72	4282	5	6	7	67	#
73	4282	6	7	8	67	#
74	4282	7	8	9	67	#
75	4282	8	9	10	67	#
76	4282	9	10	11	67	#
77	4282	10	11	12	67	#
78	4282	11	12	13	67	#
79	4282	12	13	14	67	#
80	4282	13	14	15	67	#
81	4282	14	15	16	67	#
82	4282	15	16	17	67	#
83	4282	16	17	18	67	#
84	4282	17	18	19	67	#
85	4282	18	19	20	67	#
86	4282	19	20	21	67	#
87	4282	20	21	22	67	#
88	4282	21	22	23	67	#
89	4282	22	23	24	67	#
90	4282	23	24	25	67	#
91	2020	24	25	26	67	#
92	2020	25	26	27	67	#
93	2020	26	27	28	67	#
94	2020	27	28	29	67	#
95	2020	28	29	30	67	#
96	2020	29	30	31	67	#
97	2020	30	31	32	67	#
98	2020	31	32	33	67	#
99	2020	32	33	34	67	#
100	2020	33	34	35	67	#
101	2020	34	35	36	67	#
102	2020	35	36	37	67	#
103	2020	36	37	38	67	#
104	2020	37	38	39	67	#
105	2020	38	39	40	67	#
106	2020	39	40	41	67	#
107	2020	40	41	42	67	#
108	2020	41	42	43	67	#
109	2020	42	43	44	67	#
110	2020	43	44	45	67	#
111	2020	44	45	46	67	#
112	2020	45	46	47	67	#
113	2020	46	47	48	67	#
114	2020	47	48	49	67	#
115	2020	48	49	50	67	#
116	2020	49	50	51	67	#
117	2020	50	51	52	67	#
118	2020	51	52	53	67	#
119	1727	52	53	54	67	#
120	1727	53	54	55	67	#
121	1727	54	55	56	67	#
122	1727	55	56	57	67	#
123	1727	56	57	58	67	#
124	1727	57	58	59	67	#
125	1727	58	59	60	67	#
126	1727	59	60	61	67	#
127	1727	60	61	62	67	#
128	2807	0	1	68	#
129	2807	1	2	68	#
130	2807	2	3	68	#
131	2807	3	4	68	#
132	2807	4	5	68	#
133	2807	5	6	68	#
134	2807	6	7	68	#
135	2807	7	8	68	#
136	2807	8	9	68	#
137	2807	9	10	68	#
138	2807	10	11	68	#
139	2807	11	12	68	#
140	2807	12	13	68	#
141	2807	13	14	68	#
