%% File generated by CATS v.2.1Mon Aug 19 19:12:18 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 40; Bids: 400; Distribution: matching; Runs: 10; Seed: 1566250980
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 40
bids 404
dummy 113

0	7965	3	9	40	#
1	5377	3	13	40	#
2	4839	3	17	40	#
3	4355	3	21	40	#
4	5974	7	13	40	#
5	5377	7	17	40	#
6	4839	7	21	40	#
7	5974	11	17	40	#
8	5377	11	21	40	#
9	5974	15	21	40	#
10	5851	11	17	120	#
11	4637	8	37	49	#
12	15760	4	33	43	#
13	10638	4	37	43	#
14	11820	8	37	43	#
15	6090	0	29	44	#
16	5481	0	33	44	#
17	4933	0	37	44	#
18	6090	4	33	44	#
19	5481	4	37	44	#
20	6090	8	37	44	#
21	9588	29	38	54	#
22	4637	0	29	49	#
23	4174	0	33	49	#
24	3756	0	37	49	#
25	4637	4	33	49	#
26	4174	4	37	49	#
27	5119	9	19	50	#
28	3455	9	23	50	#
29	3110	9	27	50	#
30	2799	9	31	50	#
31	3839	13	23	50	#
32	3455	13	27	50	#
33	3110	13	31	50	#
34	3839	17	27	50	#
35	3455	17	31	50	#
36	3839	21	31	50	#
37	12955	13	22	58	#
38	18665	6	13	52	#
39	12599	6	17	52	#
40	11339	6	21	52	#
41	10205	6	25	52	#
42	13999	10	17	52	#
43	12599	10	21	52	#
44	11339	10	25	52	#
45	13999	14	21	52	#
46	12599	14	25	52	#
47	13999	18	25	52	#
48	8781	3	36	#
49	12783	17	26	54	#
50	8629	17	30	54	#
51	7766	17	34	54	#
52	6989	17	38	54	#
53	9588	21	30	54	#
54	8629	21	34	54	#
55	7766	21	38	54	#
56	9588	25	34	54	#
57	8629	25	38	54	#
58	6475	4	33	56	#
59	4370	4	37	56	#
60	4856	8	37	56	#
61	9117	25	35	96	#
62	17273	1	10	58	#
63	11659	1	14	58	#
64	10493	1	18	58	#
65	9444	1	22	58	#
66	12955	5	14	58	#
67	11659	5	18	58	#
68	10493	5	22	58	#
69	12955	9	18	58	#
70	11659	9	22	58	#
71	15749	18	25	60	#
72	10631	18	29	60	#
73	9568	18	33	60	#
74	8611	18	37	60	#
75	11812	22	29	60	#
76	10631	22	33	60	#
77	9568	22	37	60	#
78	11812	26	33	60	#
79	10631	26	37	60	#
80	11812	30	37	60	#
81	7041	27	33	61	#
82	4753	27	37	61	#
83	5281	31	37	61	#
84	8129	5	14	62	#
85	5487	5	18	62	#
86	4938	5	22	62	#
87	4445	5	26	62	#
88	6097	9	18	62	#
89	5487	9	22	62	#
90	4938	9	26	62	#
91	6097	13	22	62	#
92	5487	13	26	62	#
93	6097	17	26	62	#
94	10742	27	33	63	#
95	7251	27	37	63	#
96	8056	31	37	63	#
97	6171	5	32	65	#
98	4165	5	36	65	#
99	4628	9	36	65	#
100	12885	2	36	#
101	7202	21	30	67	#
102	4862	21	34	67	#
103	4375	21	38	67	#
104	5402	25	34	67	#
105	4862	25	38	67	#
106	5402	29	38	67	#
107	8780	3	9	68	#
108	5926	3	13	68	#
109	5334	3	17	68	#
110	4800	3	21	68	#
111	6585	7	13	68	#
112	5926	7	17	68	#
113	5334	7	21	68	#
114	6585	11	17	68	#
115	5926	11	21	68	#
116	6585	15	21	68	#
117	13729	0	29	69	#
118	9267	0	33	69	#
119	8341	0	37	69	#
120	10297	4	33	69	#
121	9267	4	37	69	#
122	10297	8	37	69	#
123	5002	23	29	71	#
124	3376	23	33	71	#
125	3039	23	37	71	#
126	3752	27	33	71	#
127	3376	27	37	71	#
128	3752	31	37	71	#
129	12087	1	10	72	#
130	10879	1	14	72	#
131	9791	1	18	72	#
132	12087	5	14	72	#
133	10879	5	18	72	#
134	12087	9	18	72	#
135	12723	14	21	75	#
136	8588	14	25	75	#
137	7729	14	29	75	#
138	6956	14	33	75	#
139	9542	18	25	75	#
140	8588	18	29	75	#
141	7729	18	33	75	#
142	9542	22	29	75	#
143	8588	22	33	75	#
144	9542	26	33	75	#
145	12194	10	17	78	#
146	8231	10	21	78	#
147	7408	10	25	78	#
148	6667	10	29	78	#
149	9146	14	21	78	#
150	8231	14	25	78	#
151	7408	14	29	78	#
152	9146	18	25	78	#
153	8231	18	29	78	#
154	9146	22	29	78	#
155	6342	3	9	81	#
156	5707	3	13	81	#
157	5137	3	17	81	#
158	6342	7	13	81	#
159	5707	7	17	81	#
160	6342	11	17	81	#
161	8076	1	28	82	#
162	5451	1	32	82	#
163	4906	1	36	82	#
164	6057	5	32	82	#
165	5451	5	36	82	#
166	6057	9	36	82	#
167	12884	14	21	83	#
168	8696	14	25	83	#
169	7827	14	29	83	#
170	7044	14	33	83	#
171	9663	18	25	83	#
172	8696	18	29	83	#
173	7827	18	33	83	#
174	9663	22	29	83	#
175	8696	22	33	83	#
176	9663	26	33	83	#
177	5615	2	9	84	#
178	5054	2	13	84	#
179	4548	2	17	84	#
180	5615	6	13	84	#
181	5054	6	17	84	#
182	5615	10	17	84	#
183	11983	27	33	85	#
184	8088	27	37	85	#
185	8987	31	37	85	#
186	5851	27	33	87	#
187	3949	27	37	87	#
188	4388	31	37	87	#
189	11523	25	35	88	#
190	7778	25	39	88	#
191	8642	29	39	88	#
192	9359	1	28	89	#
193	8423	1	32	89	#
194	7581	1	36	89	#
195	9359	5	32	89	#
196	8423	5	36	89	#
197	9359	9	36	89	#
198	13173	4	33	90	#
199	8892	4	37	90	#
200	9880	8	37	90	#
201	18645	25	34	93	#
202	12586	25	38	93	#
203	13984	29	38	93	#
204	4461	3	9	94	#
205	4014	3	13	94	#
206	3613	3	17	94	#
207	4461	7	13	94	#
208	4014	7	17	94	#
209	4461	11	17	94	#
210	13890	22	29	115	#
211	12156	13	23	96	#
212	8205	13	27	96	#
213	7385	13	31	96	#
214	6646	13	35	96	#
215	9117	17	27	96	#
216	8205	17	31	96	#
217	7385	17	35	96	#
218	9117	21	31	96	#
219	8205	21	35	96	#
220	10858	25	34	97	#
221	7329	25	38	97	#
222	8143	29	38	97	#
223	5822	0	29	99	#
224	5240	0	33	99	#
225	4716	0	37	99	#
226	5822	4	33	99	#
227	5240	4	37	99	#
228	5822	8	37	99	#
229	5763	3	9	102	#
230	3890	3	13	102	#
231	3501	3	17	102	#
232	3151	3	21	102	#
233	4323	7	13	102	#
234	3890	7	17	102	#
235	3501	7	21	102	#
236	4323	11	17	102	#
237	3890	11	21	102	#
238	4323	15	21	102	#
239	14233	0	29	103	#
240	9607	0	33	103	#
241	8646	0	37	103	#
242	10675	4	33	103	#
243	9607	4	37	103	#
244	10675	8	37	103	#
245	12241	0	29	105	#
246	11017	0	33	105	#
247	9915	0	37	105	#
248	12241	4	33	105	#
249	11017	4	37	105	#
250	12241	8	37	105	#
251	6401	21	31	106	#
252	4321	21	35	106	#
253	3889	21	39	106	#
254	4801	25	35	106	#
255	4321	25	39	106	#
256	4801	29	39	106	#
257	12644	6	13	108	#
258	8534	6	17	108	#
259	7681	6	21	108	#
260	6913	6	25	108	#
261	9483	10	17	108	#
262	8534	10	21	108	#
263	7681	10	25	108	#
264	9483	14	21	108	#
265	8534	14	25	108	#
266	9483	18	25	108	#
267	8029	1	28	109	#
268	5419	1	32	109	#
269	4877	1	36	109	#
270	6022	5	32	109	#
271	5419	5	36	109	#
272	6022	9	36	109	#
273	4462	1	11	111	#
274	4016	1	15	111	#
275	3614	1	19	111	#
276	4462	5	15	111	#
277	4016	5	19	111	#
278	4462	9	19	111	#
279	10255	1	11	112	#
280	6922	1	15	112	#
281	6230	1	19	112	#
282	5607	1	23	112	#
283	7691	5	15	112	#
284	6922	5	19	112	#
285	6230	5	23	112	#
286	7691	9	19	112	#
287	6922	9	23	112	#
288	7691	13	23	112	#
289	7448	0	39	#
290	18520	10	17	115	#
291	12501	10	21	115	#
292	11251	10	25	115	#
293	10126	10	29	115	#
294	13890	14	21	115	#
295	12501	14	25	115	#
296	11251	14	29	115	#
297	13890	18	25	115	#
298	12501	18	29	115	#
299	17091	14	21	117	#
300	11536	14	25	117	#
301	10383	14	29	117	#
302	9345	14	33	117	#
303	12818	18	25	117	#
304	11536	18	29	117	#
305	10383	18	33	117	#
306	12818	22	29	117	#
307	11536	22	33	117	#
308	12818	26	33	117	#
309	11931	0	38	#
310	5851	3	9	120	#
311	5266	3	13	120	#
312	4739	3	17	120	#
313	5851	7	13	120	#
314	5266	7	17	120	#
315	12846	0	29	122	#
316	8671	0	33	122	#
317	7804	0	37	122	#
318	9635	4	33	122	#
319	8671	4	37	122	#
320	9635	8	37	122	#
321	9188	1	28	123	#
322	8269	1	32	123	#
323	7443	1	36	123	#
324	9188	5	32	123	#
325	8269	5	36	123	#
326	9188	9	36	123	#
327	7064	26	33	125	#
328	4768	26	37	125	#
329	5298	30	37	125	#
330	5519	3	9	127	#
331	4967	3	13	127	#
332	4470	3	17	127	#
333	5519	7	13	127	#
334	4967	7	17	127	#
335	5519	11	17	127	#
336	9350	22	29	129	#
337	6311	22	33	129	#
338	5680	22	37	129	#
339	7013	26	33	129	#
340	6311	26	37	129	#
341	7013	30	37	129	#
342	8041	1	28	131	#
343	5427	1	32	131	#
344	4885	1	36	131	#
345	6030	5	32	131	#
346	5427	5	36	131	#
347	6030	9	36	131	#
348	9163	0	29	132	#
349	8247	0	33	132	#
350	7422	0	37	132	#
351	9163	4	33	132	#
352	8247	4	37	132	#
353	9163	8	37	132	#
354	7956	0	29	133	#
355	5370	0	33	133	#
356	4833	0	37	133	#
357	5967	4	33	133	#
358	5370	4	37	133	#
359	5967	8	37	133	#
360	10375	25	34	134	#
361	7003	25	38	134	#
362	7781	29	38	134	#
363	5648	15	21	135	#
364	3812	15	25	135	#
365	3431	15	29	135	#
366	3088	15	33	135	#
367	4236	19	25	135	#
368	3812	19	29	135	#
369	3431	19	33	135	#
370	4236	23	29	135	#
371	3812	23	33	135	#
372	4236	27	33	135	#
373	9830	1	11	137	#
374	8847	1	15	137	#
375	7962	1	19	137	#
376	9830	5	15	137	#
377	8847	5	19	137	#
378	9830	9	19	137	#
379	17027	10	17	139	#
380	11493	10	21	139	#
381	10344	10	25	139	#
382	9310	10	29	139	#
383	12770	14	21	139	#
384	11493	14	25	139	#
385	10344	14	29	139	#
386	12770	18	25	139	#
387	11493	18	29	139	#
388	12770	22	29	139	#
389	6842	1	28	145	#
390	4618	1	32	145	#
391	4156	1	36	145	#
392	5131	5	32	145	#
393	4618	5	36	145	#
394	5131	9	36	145	#
395	5632	5	32	150	#
396	3801	5	36	150	#
397	4224	9	36	150	#
398	6151	1	11	152	#
399	5536	1	15	152	#
400	4982	1	19	152	#
401	6151	5	15	152	#
402	5536	5	19	152	#
403	6151	9	19	152	#
