%% File generated by CATS v.2.1Mon Aug 19 20:46:31 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 60; Bids: 4800; Distribution: scheduling; Runs: 10; Seed: 1566267709
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 60
bids 4809
dummy 114

0	4791	0	1	2	60	#
1	4791	1	2	3	60	#
2	4791	2	3	4	60	#
3	4791	3	4	5	60	#
4	4791	4	5	6	60	#
5	4791	5	6	7	60	#
6	4791	6	7	8	60	#
7	4791	7	8	9	60	#
8	4791	8	9	10	60	#
9	4791	9	10	11	60	#
10	4791	10	11	12	60	#
11	4791	11	12	13	60	#
12	4791	12	13	14	60	#
13	4791	13	14	15	60	#
14	4791	14	15	16	60	#
15	4791	15	16	17	60	#
16	4791	16	17	18	60	#
17	4312	17	18	19	60	#
18	4312	18	19	20	60	#
19	11577	0	1	2	3	4	5	61	#
20	11577	1	2	3	4	5	6	61	#
21	11577	2	3	4	5	6	7	61	#
22	11577	3	4	5	6	7	8	61	#
23	11577	4	5	6	7	8	9	61	#
24	11577	5	6	7	8	9	10	61	#
25	11577	6	7	8	9	10	11	61	#
26	11577	7	8	9	10	11	12	61	#
27	11577	8	9	10	11	12	13	61	#
28	11577	9	10	11	12	13	14	61	#
29	16616	0	1	2	3	4	5	6	7	8	9	62	#
30	16616	1	2	3	4	5	6	7	8	9	10	62	#
31	16616	2	3	4	5	6	7	8	9	10	11	62	#
32	16616	3	4	5	6	7	8	9	10	11	12	62	#
33	16616	4	5	6	7	8	9	10	11	12	13	62	#
34	16616	5	6	7	8	9	10	11	12	13	14	62	#
35	16616	6	7	8	9	10	11	12	13	14	15	62	#
36	16616	7	8	9	10	11	12	13	14	15	16	62	#
37	16616	8	9	10	11	12	13	14	15	16	17	62	#
38	16616	9	10	11	12	13	14	15	16	17	18	62	#
39	16616	10	11	12	13	14	15	16	17	18	19	62	#
40	16616	11	12	13	14	15	16	17	18	19	20	62	#
41	16616	12	13	14	15	16	17	18	19	20	21	62	#
42	16616	13	14	15	16	17	18	19	20	21	22	62	#
43	16616	14	15	16	17	18	19	20	21	22	23	62	#
44	16616	15	16	17	18	19	20	21	22	23	24	62	#
45	16616	16	17	18	19	20	21	22	23	24	25	62	#
46	16616	17	18	19	20	21	22	23	24	25	26	62	#
47	16616	18	19	20	21	22	23	24	25	26	27	62	#
48	16616	19	20	21	22	23	24	25	26	27	28	62	#
49	16616	20	21	22	23	24	25	26	27	28	29	62	#
50	16616	21	22	23	24	25	26	27	28	29	30	62	#
51	16616	22	23	24	25	26	27	28	29	30	31	62	#
52	16616	23	24	25	26	27	28	29	30	31	32	62	#
53	16616	24	25	26	27	28	29	30	31	32	33	62	#
54	16616	25	26	27	28	29	30	31	32	33	34	62	#
55	16616	26	27	28	29	30	31	32	33	34	35	62	#
56	16616	27	28	29	30	31	32	33	34	35	36	62	#
57	16616	28	29	30	31	32	33	34	35	36	37	62	#
58	16616	29	30	31	32	33	34	35	36	37	38	62	#
59	16616	30	31	32	33	34	35	36	37	38	39	62	#
60	16616	31	32	33	34	35	36	37	38	39	40	62	#
61	16616	32	33	34	35	36	37	38	39	40	41	62	#
62	16616	33	34	35	36	37	38	39	40	41	42	62	#
63	16616	34	35	36	37	38	39	40	41	42	43	62	#
64	16616	35	36	37	38	39	40	41	42	43	44	62	#
65	16616	36	37	38	39	40	41	42	43	44	45	62	#
66	16616	37	38	39	40	41	42	43	44	45	46	62	#
67	16616	38	39	40	41	42	43	44	45	46	47	62	#
68	16616	39	40	41	42	43	44	45	46	47	48	62	#
69	16616	40	41	42	43	44	45	46	47	48	49	62	#
70	16616	41	42	43	44	45	46	47	48	49	50	62	#
71	16616	42	43	44	45	46	47	48	49	50	51	62	#
72	16616	43	44	45	46	47	48	49	50	51	52	62	#
73	16616	44	45	46	47	48	49	50	51	52	53	62	#
74	16616	45	46	47	48	49	50	51	52	53	54	62	#
75	16616	46	47	48	49	50	51	52	53	54	55	62	#
76	16616	47	48	49	50	51	52	53	54	55	56	62	#
77	16043	48	49	50	51	52	53	54	55	56	57	62	#
78	16043	49	50	51	52	53	54	55	56	57	58	62	#
79	15771	50	51	52	53	54	55	56	57	58	59	62	#
80	11017	0	1	2	3	4	5	6	7	8	9	63	#
81	11017	1	2	3	4	5	6	7	8	9	10	63	#
82	11017	2	3	4	5	6	7	8	9	10	11	63	#
83	11017	3	4	5	6	7	8	9	10	11	12	63	#
84	11017	4	5	6	7	8	9	10	11	12	13	63	#
85	11017	5	6	7	8	9	10	11	12	13	14	63	#
86	11017	6	7	8	9	10	11	12	13	14	15	63	#
87	11017	7	8	9	10	11	12	13	14	15	16	63	#
88	11017	8	9	10	11	12	13	14	15	16	17	63	#
89	11017	9	10	11	12	13	14	15	16	17	18	63	#
90	11017	10	11	12	13	14	15	16	17	18	19	63	#
91	11017	11	12	13	14	15	16	17	18	19	20	63	#
92	11017	12	13	14	15	16	17	18	19	20	21	63	#
93	11017	13	14	15	16	17	18	19	20	21	22	63	#
94	11017	14	15	16	17	18	19	20	21	22	23	63	#
95	11017	15	16	17	18	19	20	21	22	23	24	63	#
96	11017	16	17	18	19	20	21	22	23	24	25	63	#
97	11017	17	18	19	20	21	22	23	24	25	26	63	#
98	11017	18	19	20	21	22	23	24	25	26	27	63	#
99	11017	19	20	21	22	23	24	25	26	27	28	63	#
100	11017	20	21	22	23	24	25	26	27	28	29	63	#
101	11017	21	22	23	24	25	26	27	28	29	30	63	#
102	11017	22	23	24	25	26	27	28	29	30	31	63	#
103	11017	23	24	25	26	27	28	29	30	31	32	63	#
104	11017	24	25	26	27	28	29	30	31	32	33	63	#
105	11017	25	26	27	28	29	30	31	32	33	34	63	#
106	11017	26	27	28	29	30	31	32	33	34	35	63	#
107	11017	27	28	29	30	31	32	33	34	35	36	63	#
108	11017	28	29	30	31	32	33	34	35	36	37	63	#
109	11017	29	30	31	32	33	34	35	36	37	38	63	#
110	11017	30	31	32	33	34	35	36	37	38	39	63	#
111	11017	31	32	33	34	35	36	37	38	39	40	63	#
112	11017	32	33	34	35	36	37	38	39	40	41	63	#
113	11017	33	34	35	36	37	38	39	40	41	42	63	#
114	11017	34	35	36	37	38	39	40	41	42	43	63	#
115	11017	35	36	37	38	39	40	41	42	43	44	63	#
116	11017	36	37	38	39	40	41	42	43	44	45	63	#
117	11017	37	38	39	40	41	42	43	44	45	46	63	#
118	11017	38	39	40	41	42	43	44	45	46	47	63	#
119	11017	39	40	41	42	43	44	45	46	47	48	63	#
120	11017	40	41	42	43	44	45	46	47	48	49	63	#
121	11017	41	42	43	44	45	46	47	48	49	50	63	#
122	10593	42	43	44	45	46	47	48	49	50	51	63	#
123	10593	43	44	45	46	47	48	49	50	51	52	63	#
124	10201	44	45	46	47	48	49	50	51	52	53	63	#
125	10201	45	46	47	48	49	50	51	52	53	54	63	#
126	9664	46	47	48	49	50	51	52	53	54	55	63	#
127	9664	47	48	49	50	51	52	53	54	55	56	63	#
128	9664	48	49	50	51	52	53	54	55	56	57	63	#
129	13959	0	1	2	3	4	5	6	7	8	9	64	#
