%% File generated by CATS v.2.1Mon Aug 19 20:47:02 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 75; Bids: 3000; Distribution: scheduling; Runs: 10; Seed: 1566267832
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 75
bids 3008
dummy 55

0	804	0	75	#
1	804	1	75	#
2	804	2	75	#
3	804	3	75	#
4	804	4	75	#
5	804	5	75	#
6	804	6	75	#
7	804	7	75	#
8	804	8	75	#
9	804	9	75	#
10	804	10	75	#
11	804	11	75	#
12	804	12	75	#
13	804	13	75	#
14	804	14	75	#
15	804	15	75	#
16	804	16	75	#
17	804	17	75	#
18	804	18	75	#
19	804	19	75	#
20	804	20	75	#
21	804	21	75	#
22	804	22	75	#
23	804	23	75	#
24	804	24	75	#
25	804	25	75	#
26	804	26	75	#
27	804	27	75	#
28	804	28	75	#
29	804	29	75	#
30	804	30	75	#
31	804	31	75	#
32	804	32	75	#
33	804	33	75	#
34	804	34	75	#
35	804	35	75	#
36	804	36	75	#
37	804	37	75	#
38	804	38	75	#
39	804	39	75	#
40	804	40	75	#
41	804	41	75	#
42	804	42	75	#
43	804	43	75	#
44	804	44	75	#
45	804	45	75	#
46	804	46	75	#
47	804	47	75	#
48	804	48	75	#
49	804	49	75	#
50	804	50	75	#
51	804	51	75	#
52	804	52	75	#
53	804	53	75	#
54	804	54	75	#
55	804	55	75	#
56	804	56	75	#
57	804	57	75	#
58	804	58	75	#
59	804	59	75	#
60	804	60	75	#
61	804	61	75	#
62	804	62	75	#
63	10248	0	1	2	3	4	5	6	7	8	76	#
64	10248	1	2	3	4	5	6	7	8	9	76	#
65	10248	2	3	4	5	6	7	8	9	10	76	#
66	10248	3	4	5	6	7	8	9	10	11	76	#
67	10248	4	5	6	7	8	9	10	11	12	76	#
68	10248	5	6	7	8	9	10	11	12	13	76	#
69	10248	6	7	8	9	10	11	12	13	14	76	#
70	10248	7	8	9	10	11	12	13	14	15	76	#
71	10248	8	9	10	11	12	13	14	15	16	76	#
72	10248	9	10	11	12	13	14	15	16	17	76	#
73	10248	10	11	12	13	14	15	16	17	18	76	#
74	10248	11	12	13	14	15	16	17	18	19	76	#
75	10248	12	13	14	15	16	17	18	19	20	76	#
76	10248	13	14	15	16	17	18	19	20	21	76	#
77	10248	14	15	16	17	18	19	20	21	22	76	#
78	10248	15	16	17	18	19	20	21	22	23	76	#
79	10248	16	17	18	19	20	21	22	23	24	76	#
80	10248	17	18	19	20	21	22	23	24	25	76	#
81	10248	18	19	20	21	22	23	24	25	26	76	#
82	10248	19	20	21	22	23	24	25	26	27	76	#
83	10248	20	21	22	23	24	25	26	27	28	76	#
84	10248	21	22	23	24	25	26	27	28	29	76	#
85	10248	22	23	24	25	26	27	28	29	30	76	#
86	10248	23	24	25	26	27	28	29	30	31	76	#
87	10248	24	25	26	27	28	29	30	31	32	76	#
88	10248	25	26	27	28	29	30	31	32	33	76	#
89	10248	26	27	28	29	30	31	32	33	34	76	#
90	10248	27	28	29	30	31	32	33	34	35	76	#
91	10248	28	29	30	31	32	33	34	35	36	76	#
92	10248	29	30	31	32	33	34	35	36	37	76	#
93	10248	30	31	32	33	34	35	36	37	38	76	#
94	5335	31	32	33	34	35	36	37	38	39	76	#
95	5335	32	33	34	35	36	37	38	39	40	76	#
96	5335	33	34	35	36	37	38	39	40	41	76	#
97	5335	34	35	36	37	38	39	40	41	42	76	#
98	5335	35	36	37	38	39	40	41	42	43	76	#
99	5335	36	37	38	39	40	41	42	43	44	76	#
100	5335	37	38	39	40	41	42	43	44	45	76	#
101	5335	38	39	40	41	42	43	44	45	46	76	#
102	5335	39	40	41	42	43	44	45	46	47	76	#
103	5335	40	41	42	43	44	45	46	47	48	76	#
104	5335	41	42	43	44	45	46	47	48	49	76	#
105	5335	42	43	44	45	46	47	48	49	50	76	#
106	5335	43	44	45	46	47	48	49	50	51	76	#
107	5335	44	45	46	47	48	49	50	51	52	76	#
108	5335	45	46	47	48	49	50	51	52	53	76	#
109	5335	46	47	48	49	50	51	52	53	54	76	#
110	5335	47	48	49	50	51	52	53	54	55	76	#
111	5335	48	49	50	51	52	53	54	55	56	76	#
112	5335	49	50	51	52	53	54	55	56	57	76	#
113	5335	50	51	52	53	54	55	56	57	58	76	#
114	5335	51	52	53	54	55	56	57	58	59	76	#
115	5335	52	53	54	55	56	57	58	59	60	76	#
116	5335	53	54	55	56	57	58	59	60	61	76	#
117	5335	54	55	56	57	58	59	60	61	62	76	#
118	5335	55	56	57	58	59	60	61	62	63	76	#
119	5335	56	57	58	59	60	61	62	63	64	76	#
120	5335	57	58	59	60	61	62	63	64	65	76	#
121	5335	58	59	60	61	62	63	64	65	66	76	#
122	5335	59	60	61	62	63	64	65	66	67	76	#
123	5335	60	61	62	63	64	65	66	67	68	76	#
124	5335	61	62	63	64	65	66	67	68	69	76	#
