%% File generated by CATS v.2.1Mon Aug 19 20:47:02 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 75; Bids: 750; Distribution: scheduling; Runs: 10; Seed: 1566267830
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 75
bids 816
dummy 18

0	7281	0	1	2	3	4	75	#
1	7281	1	2	3	4	5	75	#
2	7281	2	3	4	5	6	75	#
3	7281	3	4	5	6	7	75	#
4	7281	4	5	6	7	8	75	#
5	7281	5	6	7	8	9	75	#
6	7281	6	7	8	9	10	75	#
7	7281	7	8	9	10	11	75	#
8	7281	8	9	10	11	12	75	#
9	7281	9	10	11	12	13	75	#
10	7281	10	11	12	13	14	75	#
11	7281	11	12	13	14	15	75	#
12	7281	12	13	14	15	16	75	#
13	7281	13	14	15	16	17	75	#
14	7281	14	15	16	17	18	75	#
15	7281	15	16	17	18	19	75	#
16	7281	16	17	18	19	20	75	#
17	7281	17	18	19	20	21	75	#
18	7281	18	19	20	21	22	75	#
19	7281	19	20	21	22	23	75	#
20	7281	20	21	22	23	24	75	#
21	7281	21	22	23	24	25	75	#
22	7281	22	23	24	25	26	75	#
23	7281	23	24	25	26	27	75	#
24	7281	24	25	26	27	28	75	#
25	7281	25	26	27	28	29	75	#
26	7281	26	27	28	29	30	75	#
27	7281	27	28	29	30	31	75	#
28	7281	28	29	30	31	32	75	#
29	7281	29	30	31	32	33	75	#
30	7281	30	31	32	33	34	75	#
31	7281	31	32	33	34	35	75	#
32	7281	32	33	34	35	36	75	#
33	7281	33	34	35	36	37	75	#
34	7281	34	35	36	37	38	75	#
35	7281	35	36	37	38	39	75	#
36	7281	36	37	38	39	40	75	#
37	7281	37	38	39	40	41	75	#
38	7281	38	39	40	41	42	75	#
39	7281	39	40	41	42	43	75	#
40	7281	40	41	42	43	44	75	#
41	5353	0	1	2	3	4	#
42	3431	60	61	62	63	64	65	77	#
43	5310	1	2	3	4	5	6	77	#
44	5310	2	3	4	5	6	7	77	#
45	5310	3	4	5	6	7	8	77	#
46	5310	4	5	6	7	8	9	77	#
47	5310	5	6	7	8	9	10	77	#
48	5310	6	7	8	9	10	11	77	#
49	5310	7	8	9	10	11	12	77	#
50	5310	8	9	10	11	12	13	77	#
51	5310	9	10	11	12	13	14	77	#
52	5310	10	11	12	13	14	15	77	#
53	5310	11	12	13	14	15	16	77	#
54	5310	12	13	14	15	16	17	77	#
55	5310	13	14	15	16	17	18	77	#
56	5310	14	15	16	17	18	19	77	#
57	5310	15	16	17	18	19	20	77	#
58	5310	16	17	18	19	20	21	77	#
59	5310	17	18	19	20	21	22	77	#
60	5310	18	19	20	21	22	23	77	#
61	5310	19	20	21	22	23	24	77	#
62	5310	20	21	22	23	24	25	77	#
63	5310	21	22	23	24	25	26	77	#
64	5310	22	23	24	25	26	27	77	#
65	5310	23	24	25	26	27	28	77	#
66	5310	24	25	26	27	28	29	77	#
67	5310	25	26	27	28	29	30	77	#
68	5310	26	27	28	29	30	31	77	#
69	5310	27	28	29	30	31	32	77	#
70	5310	28	29	30	31	32	33	77	#
71	5310	29	30	31	32	33	34	77	#
72	5310	30	31	32	33	34	35	77	#
73	5310	31	32	33	34	35	36	77	#
74	5310	32	33	34	35	36	37	77	#
75	5310	33	34	35	36	37	38	77	#
76	5310	34	35	36	37	38	39	77	#
77	5310	35	36	37	38	39	40	77	#
78	5310	36	37	38	39	40	41	77	#
79	5310	37	38	39	40	41	42	77	#
80	4130	38	39	40	41	42	43	77	#
81	4130	39	40	41	42	43	44	77	#
82	4130	40	41	42	43	44	45	77	#
83	4130	41	42	43	44	45	46	77	#
84	4130	42	43	44	45	46	47	77	#
85	4130	43	44	45	46	47	48	77	#
86	4130	44	45	46	47	48	49	77	#
87	4130	45	46	47	48	49	50	77	#
88	4130	46	47	48	49	50	51	77	#
89	4130	47	48	49	50	51	52	77	#
90	4130	48	49	50	51	52	53	77	#
91	4130	49	50	51	52	53	54	77	#
92	3983	50	51	52	53	54	55	77	#
93	3983	51	52	53	54	55	56	77	#
94	3431	52	53	54	55	56	57	77	#
95	3431	53	54	55	56	57	58	77	#
96	3431	54	55	56	57	58	59	77	#
97	3431	55	56	57	58	59	60	77	#
98	3431	56	57	58	59	60	61	77	#
99	3431	57	58	59	60	61	62	77	#
100	3431	58	59	60	61	62	63	77	#
101	3431	59	60	61	62	63	64	77	#
102	12194	0	1	2	3	4	5	78	#
103	12194	1	2	3	4	5	6	78	#
104	12194	2	3	4	5	6	7	78	#
105	12194	3	4	5	6	7	8	78	#
106	12194	4	5	6	7	8	9	78	#
107	12194	5	6	7	8	9	10	78	#
108	12194	6	7	8	9	10	11	78	#
109	12194	7	8	9	10	11	12	78	#
110	12194	8	9	10	11	12	13	78	#
111	12194	9	10	11	12	13	14	78	#
112	12194	10	11	12	13	14	15	78	#
113	12194	11	12	13	14	15	16	78	#
114	12194	12	13	14	15	16	17	78	#
115	12194	13	14	15	16	17	18	78	#
116	12194	14	15	16	17	18	19	78	#
117	12194	15	16	17	18	19	20	78	#
118	12194	16	17	18	19	20	21	78	#
119	12194	17	18	19	20	21	22	78	#
120	12194	18	19	20	21	22	23	78	#
121	12194	19	20	21	22	23	24	78	#
122	12194	20	21	22	23	24	25	78	#
123	12194	21	22	23	24	25	26	78	#
124	12194	22	23	24	25	26	27	78	#
125	12194	23	24	25	26	27	28	78	#
126	12194	24	25	26	27	28	29	78	#
127	12194	25	26	27	28	29	30	78	#
128	12194	26	27	28	29	30	31	78	#
129	12194	27	28	29	30	31	32	78	#
130	12194	28	29	30	31	32	33	78	#
131	12194	29	30	31	32	33	34	78	#
132	12194	30	31	32	33	34	35	78	#
133	12194	31	32	33	34	35	36	78	#
134	12194	32	33	34	35	36	37	78	#
135	12194	33	34	35	36	37	38	78	#
136	12194	34	35	36	37	38	39	78	#
137	12194	35	36	37	38	39	40	78	#
138	12194	36	37	38	39	40	41	78	#
139	12194	37	38	39	40	41	42	78	#
140	12194	38	39	40	41	42	43	78	#
141	12194	39	40	41	42	43	44	78	#
142	12194	40	41	42	43	44	45	78	#
143	12194	41	42	43	44	45	46	78	#
144	12194	42	43	44	45	46	47	78	#
145	12194	43	44	45	46	47	48	78	#
146	12194	44	45	46	47	48	49	78	#
147	12194	45	46	47	48	49	50	78	#
148	12194	46	47	48	49	50	51	78	#
149	12194	47	48	49	50	51	52	78	#
150	12194	48	49	50	51	52	53	78	#
151	12194	49	50	51	52	53	54	78	#
152	12194	50	51	52	53	54	55	78	#
153	12194	51	52	53	54	55	56	78	#
154	11014	52	53	54	55	56	57	78	#
155	11014	53	54	55	56	57	58	78	#
156	11014	54	55	56	57	58	59	78	#
157	11014	55	56	57	58	59	60	78	#
158	11014	56	57	58	59	60	61	78	#
159	11014	57	58	59	60	61	62	78	#
160	9228	58	59	60	61	62	63	78	#
161	9228	59	60	61	62	63	64	78	#
162	9228	60	61	62	63	64	65	78	#
163	9228	61	62	63	64	65	66	78	#
164	9228	62	63	64	65	66	67	78	#
165	9228	63	64	65	66	67	68	78	#
166	9228	64	65	66	67	68	69	78	#
167	9228	65	66	67	68	69	70	78	#
168	9228	66	67	68	69	70	71	78	#
169	9228	67	68	69	70	71	72	78	#
170	9228	68	69	70	71	72	73	78	#
171	9228	69	70	71	72	73	74	78	#
