%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 45; Bids: 450; Distribution: scheduling; Runs: 10; Seed: 1566345636
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 45
bids 457
dummy 16

0	4432	0	1	2	3	45	#
1	4432	1	2	3	4	45	#
2	4432	2	3	4	5	45	#
3	4432	3	4	5	6	45	#
4	4432	4	5	6	7	45	#
5	4432	5	6	7	8	45	#
6	4432	6	7	8	9	45	#
7	4432	7	8	9	10	45	#
8	4432	8	9	10	11	45	#
9	4432	9	10	11	12	45	#
10	4432	10	11	12	13	45	#
11	4432	11	12	13	14	45	#
12	4432	12	13	14	15	45	#
13	4432	13	14	15	16	45	#
14	4432	14	15	16	17	45	#
15	4432	15	16	17	18	45	#
16	4432	16	17	18	19	45	#
17	4432	17	18	19	20	45	#
18	4432	18	19	20	21	45	#
19	4432	19	20	21	22	45	#
20	4432	20	21	22	23	45	#
21	4432	21	22	23	24	45	#
22	4432	22	23	24	25	45	#
23	4432	23	24	25	26	45	#
24	4432	24	25	26	27	45	#
25	4432	25	26	27	28	45	#
26	4432	26	27	28	29	45	#
27	4432	27	28	29	30	45	#
28	4432	28	29	30	31	45	#
29	4432	29	30	31	32	45	#
30	5511	0	1	2	46	#
31	5511	1	2	3	46	#
32	5511	2	3	4	46	#
33	5511	3	4	5	46	#
34	5511	4	5	6	46	#
35	5511	5	6	7	46	#
36	5511	6	7	8	46	#
37	5511	7	8	9	46	#
38	5511	8	9	10	46	#
39	5511	9	10	11	46	#
40	5511	10	11	12	46	#
41	5511	11	12	13	46	#
42	5511	12	13	14	46	#
43	5511	13	14	15	46	#
44	5511	14	15	16	46	#
45	5511	15	16	17	46	#
46	5511	16	17	18	46	#
47	5511	17	18	19	46	#
48	5511	18	19	20	46	#
49	5511	19	20	21	46	#
50	5511	20	21	22	46	#
51	5511	21	22	23	46	#
52	5511	22	23	24	46	#
53	5511	23	24	25	46	#
54	5103	24	25	26	46	#
55	5103	25	26	27	46	#
56	4348	0	1	2	3	4	47	#
57	4348	1	2	3	4	5	47	#
58	4348	2	3	4	5	6	47	#
59	4348	3	4	5	6	7	47	#
60	4348	4	5	6	7	8	47	#
61	4348	5	6	7	8	9	47	#
62	4348	6	7	8	9	10	47	#
63	4348	7	8	9	10	11	47	#
64	4348	8	9	10	11	12	47	#
65	4348	9	10	11	12	13	47	#
66	4348	10	11	12	13	14	47	#
67	4348	11	12	13	14	15	47	#
68	4348	12	13	14	15	16	47	#
69	4348	13	14	15	16	17	47	#
70	4348	14	15	16	17	18	47	#
71	4348	15	16	17	18	19	47	#
72	4348	16	17	18	19	20	47	#
73	4348	17	18	19	20	21	47	#
74	2124	18	19	20	21	22	47	#
75	2124	19	20	21	22	23	47	#
76	2124	20	21	22	23	24	47	#
77	2124	21	22	23	24	25	47	#
78	2124	22	23	24	25	26	47	#
79	2124	23	24	25	26	27	47	#
80	2124	24	25	26	27	28	47	#
81	2124	25	26	27	28	29	47	#
82	2124	26	27	28	29	30	47	#
83	2124	27	28	29	30	31	47	#
84	2124	28	29	30	31	32	47	#
85	2124	29	30	31	32	33	47	#
86	2124	30	31	32	33	34	47	#
87	2124	31	32	33	34	35	47	#
88	2124	32	33	34	35	36	47	#
89	2124	33	34	35	36	37	47	#
90	2124	34	35	36	37	38	47	#
91	2124	35	36	37	38	39	47	#
92	2124	36	37	38	39	40	47	#
93	2124	37	38	39	40	41	47	#
94	2124	38	39	40	41	42	47	#
95	2124	39	40	41	42	43	47	#
96	2075	40	41	42	43	44	47	#
97	6272	0	1	2	3	4	48	#
98	6272	1	2	3	4	5	48	#
99	6272	2	3	4	5	6	48	#
100	6272	3	4	5	6	7	48	#
101	6272	4	5	6	7	8	48	#
102	6272	5	6	7	8	9	48	#
103	6272	6	7	8	9	10	48	#
104	6272	7	8	9	10	11	48	#
105	6272	8	9	10	11	12	48	#
106	6272	9	10	11	12	13	48	#
107	6272	10	11	12	13	14	48	#
108	6272	11	12	13	14	15	48	#
109	6272	12	13	14	15	16	48	#
110	6272	13	14	15	16	17	48	#
111	6272	14	15	16	17	18	48	#
112	6272	15	16	17	18	19	48	#
113	6272	16	17	18	19	20	48	#
114	6272	17	18	19	20	21	48	#
115	6272	18	19	20	21	22	48	#
116	6272	19	20	21	22	23	48	#
117	6272	20	21	22	23	24	48	#
118	6272	21	22	23	24	25	48	#
119	6272	22	23	24	25	26	48	#
120	6272	23	24	25	26	27	48	#
121	6272	24	25	26	27	28	48	#
122	6272	25	26	27	28	29	48	#
123	6272	26	27	28	29	30	48	#
124	6272	27	28	29	30	31	48	#
125	6272	28	29	30	31	32	48	#
126	6272	29	30	31	32	33	48	#
127	6272	30	31	32	33	34	48	#
128	6272	31	32	33	34	35	48	#
129	5105	32	33	34	35	36	48	#
130	5105	33	34	35	36	37	48	#
131	5105	34	35	36	37	38	48	#
132	5105	35	36	37	38	39	48	#
133	5105	36	37	38	39	40	48	#
134	5105	37	38	39	40	41	48	#
135	5105	38	39	40	41	42	48	#
136	5105	39	40	41	42	43	48	#
137	4989	40	41	42	43	44	48	#
138	22038	0	1	2	3	4	5	6	7	8	9	49	#
139	22038	1	2	3	4	5	6	7	8	9	10	49	#
140	22038	2	3	4	5	6	7	8	9	10	11	49	#
141	22038	3	4	5	6	7	8	9	10	11	12	49	#
142	22038	4	5	6	7	8	9	10	11	12	13	49	#
143	22038	5	6	7	8	9	10	11	12	13	14	49	#
144	22038	6	7	8	9	10	11	12	13	14	15	49	#
145	14980	0	1	2	3	4	5	6	7	50	#
146	14980	1	2	3	4	5	6	7	8	50	#
147	14980	2	3	4	5	6	7	8	9	50	#
148	14980	3	4	5	6	7	8	9	10	50	#
149	14980	4	5	6	7	8	9	10	11	50	#
150	14980	5	6	7	8	9	10	11	12	50	#
151	14980	6	7	8	9	10	11	12	13	50	#
152	14980	7	8	9	10	11	12	13	14	50	#
153	14980	8	9	10	11	12	13	14	15	50	#
154	14980	9	10	11	12	13	14	15	16	50	#
155	14980	10	11	12	13	14	15	16	17	50	#
156	14980	11	12	13	14	15	16	17	18	50	#
157	14980	12	13	14	15	16	17	18	19	50	#
158	14980	13	14	15	16	17	18	19	20	50	#
159	14980	14	15	16	17	18	19	20	21	50	#
160	14980	15	16	17	18	19	20	21	22	50	#
161	14980	16	17	18	19	20	21	22	23	50	#
162	14980	17	18	19	20	21	22	23	24	50	#
163	14980	18	19	20	21	22	23	24	25	50	#
164	14980	19	20	21	22	23	24	25	26	50	#
165	14980	20	21	22	23	24	25	26	27	50	#
166	14980	21	22	23	24	25	26	27	28	50	#
167	14980	22	23	24	25	26	27	28	29	50	#
168	14980	23	24	25	26	27	28	29	30	50	#
169	14980	24	25	26	27	28	29	30	31	50	#
170	14980	25	26	27	28	29	30	31	32	50	#
171	14980	26	27	28	29	30	31	32	33	50	#
