%% File generated by CATS v.2.1Mon Aug 19 20:46:35 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 65; Bids: 2600; Distribution: scheduling; Runs: 10; Seed: 1566267740
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 65
bids 2632
dummy 58

0	3132	0	1	2	3	65	#
1	3132	1	2	3	4	65	#
2	3132	2	3	4	5	65	#
3	3132	3	4	5	6	65	#
4	3132	4	5	6	7	65	#
5	3132	5	6	7	8	65	#
6	3132	6	7	8	9	65	#
7	3132	7	8	9	10	65	#
8	3132	8	9	10	11	65	#
9	3132	9	10	11	12	65	#
10	3132	10	11	12	13	65	#
11	3132	11	12	13	14	65	#
12	3132	12	13	14	15	65	#
13	3132	13	14	15	16	65	#
14	3132	14	15	16	17	65	#
15	3132	15	16	17	18	65	#
16	3132	16	17	18	19	65	#
17	3132	17	18	19	20	65	#
18	3132	18	19	20	21	65	#
19	3132	19	20	21	22	65	#
20	3132	20	21	22	23	65	#
21	3132	21	22	23	24	65	#
22	3132	22	23	24	25	65	#
23	3132	23	24	25	26	65	#
24	3132	24	25	26	27	65	#
25	3132	25	26	27	28	65	#
26	3132	26	27	28	29	65	#
27	3132	27	28	29	30	65	#
28	3132	28	29	30	31	65	#
29	3132	29	30	31	32	65	#
30	3132	30	31	32	33	65	#
31	3132	31	32	33	34	65	#
32	3132	32	33	34	35	65	#
33	3132	33	34	35	36	65	#
34	3132	34	35	36	37	65	#
35	3132	35	36	37	38	65	#
36	3132	36	37	38	39	65	#
37	3132	37	38	39	40	65	#
38	3132	38	39	40	41	65	#
39	3132	39	40	41	42	65	#
40	3132	40	41	42	43	65	#
41	3132	41	42	43	44	65	#
42	3132	42	43	44	45	65	#
43	3132	43	44	45	46	65	#
44	3132	44	45	46	47	65	#
45	3132	45	46	47	48	65	#
46	3132	46	47	48	49	65	#
47	2436	47	48	49	50	65	#
48	2436	48	49	50	51	65	#
49	2436	49	50	51	52	65	#
50	2436	50	51	52	53	65	#
51	2436	51	52	53	54	65	#
52	2436	52	53	54	55	65	#
53	2436	53	54	55	56	65	#
54	2436	54	55	56	57	65	#
55	2436	55	56	57	58	65	#
56	2436	56	57	58	59	65	#
57	2436	57	58	59	60	65	#
58	2436	58	59	60	61	65	#
59	2436	59	60	61	62	65	#
60	2436	60	61	62	63	65	#
61	2398	61	62	63	64	65	#
62	20085	0	1	2	3	4	5	6	7	8	66	#
63	20085	1	2	3	4	5	6	7	8	9	66	#
64	20085	2	3	4	5	6	7	8	9	10	66	#
65	20085	3	4	5	6	7	8	9	10	11	66	#
66	20085	4	5	6	7	8	9	10	11	12	66	#
67	20085	5	6	7	8	9	10	11	12	13	66	#
68	20085	6	7	8	9	10	11	12	13	14	66	#
69	20085	7	8	9	10	11	12	13	14	15	66	#
70	20085	8	9	10	11	12	13	14	15	16	66	#
71	20085	9	10	11	12	13	14	15	16	17	66	#
72	20085	10	11	12	13	14	15	16	17	18	66	#
73	20085	11	12	13	14	15	16	17	18	19	66	#
74	20085	12	13	14	15	16	17	18	19	20	66	#
75	20085	13	14	15	16	17	18	19	20	21	66	#
76	20085	14	15	16	17	18	19	20	21	22	66	#
77	20085	15	16	17	18	19	20	21	22	23	66	#
78	20085	16	17	18	19	20	21	22	23	24	66	#
79	20085	17	18	19	20	21	22	23	24	25	66	#
80	20085	18	19	20	21	22	23	24	25	26	66	#
81	20085	19	20	21	22	23	24	25	26	27	66	#
82	20085	20	21	22	23	24	25	26	27	28	66	#
83	20085	21	22	23	24	25	26	27	28	29	66	#
84	20085	22	23	24	25	26	27	28	29	30	66	#
85	20085	23	24	25	26	27	28	29	30	31	66	#
86	20085	24	25	26	27	28	29	30	31	32	66	#
87	20085	25	26	27	28	29	30	31	32	33	66	#
88	20085	26	27	28	29	30	31	32	33	34	66	#
89	20085	27	28	29	30	31	32	33	34	35	66	#
90	20085	28	29	30	31	32	33	34	35	36	66	#
91	20085	29	30	31	32	33	34	35	36	37	66	#
92	20085	30	31	32	33	34	35	36	37	38	66	#
93	20085	31	32	33	34	35	36	37	38	39	66	#
94	13648	0	1	2	3	4	5	6	7	8	67	#
95	13648	1	2	3	4	5	6	7	8	9	67	#
96	13648	2	3	4	5	6	7	8	9	10	67	#
97	13648	3	4	5	6	7	8	9	10	11	67	#
98	13648	4	5	6	7	8	9	10	11	12	67	#
99	13648	5	6	7	8	9	10	11	12	13	67	#
100	13648	6	7	8	9	10	11	12	13	14	67	#
101	13648	7	8	9	10	11	12	13	14	15	67	#
102	13648	8	9	10	11	12	13	14	15	16	67	#
103	13648	9	10	11	12	13	14	15	16	17	67	#
104	13648	10	11	12	13	14	15	16	17	18	67	#
105	13648	11	12	13	14	15	16	17	18	19	67	#
106	13648	12	13	14	15	16	17	18	19	20	67	#
107	13648	13	14	15	16	17	18	19	20	21	67	#
