%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 70; Bids: 1400; Distribution: scheduling; Runs: 10; Seed: 1566345658
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 70
bids 1437
dummy 25

0	7236	0	1	2	3	4	70	#
1	7236	1	2	3	4	5	70	#
2	7236	2	3	4	5	6	70	#
3	7236	3	4	5	6	7	70	#
4	7236	4	5	6	7	8	70	#
5	7236	5	6	7	8	9	70	#
6	7236	6	7	8	9	10	70	#
7	7236	7	8	9	10	11	70	#
8	7236	8	9	10	11	12	70	#
9	7236	9	10	11	12	13	70	#
10	7236	10	11	12	13	14	70	#
11	7236	11	12	13	14	15	70	#
12	7236	12	13	14	15	16	70	#
13	7236	13	14	15	16	17	70	#
14	7236	14	15	16	17	18	70	#
15	7236	15	16	17	18	19	70	#
16	7236	16	17	18	19	20	70	#
17	7236	17	18	19	20	21	70	#
18	7236	18	19	20	21	22	70	#
19	7236	19	20	21	22	23	70	#
20	7236	20	21	22	23	24	70	#
21	7236	21	22	23	24	25	70	#
22	7236	22	23	24	25	26	70	#
23	7236	23	24	25	26	27	70	#
24	7236	24	25	26	27	28	70	#
25	7236	25	26	27	28	29	70	#
26	7236	26	27	28	29	30	70	#
27	7236	27	28	29	30	31	70	#
28	7236	28	29	30	31	32	70	#
29	3356	29	30	31	32	33	70	#
30	3356	30	31	32	33	34	70	#
31	3356	31	32	33	34	35	70	#
32	3356	32	33	34	35	36	70	#
33	3356	33	34	35	36	37	70	#
34	3356	34	35	36	37	38	70	#
35	3356	35	36	37	38	39	70	#
36	3356	36	37	38	39	40	70	#
37	3356	37	38	39	40	41	70	#
38	3356	38	39	40	41	42	70	#
39	3356	39	40	41	42	43	70	#
40	3356	40	41	42	43	44	70	#
41	3356	41	42	43	44	45	70	#
42	3356	42	43	44	45	46	70	#
43	3356	43	44	45	46	47	70	#
44	3356	44	45	46	47	48	70	#
45	3356	45	46	47	48	49	70	#
46	3356	46	47	48	49	50	70	#
47	3356	47	48	49	50	51	70	#
48	3356	48	49	50	51	52	70	#
49	3356	49	50	51	52	53	70	#
50	3356	50	51	52	53	54	70	#
51	3356	51	52	53	54	55	70	#
52	3356	52	53	54	55	56	70	#
53	3356	53	54	55	56	57	70	#
54	3356	54	55	56	57	58	70	#
55	3356	55	56	57	58	59	70	#
56	3356	56	57	58	59	60	70	#
57	3356	57	58	59	60	61	70	#
58	3356	58	59	60	61	62	70	#
59	3356	59	60	61	62	63	70	#
60	3356	60	61	62	63	64	70	#
61	3356	61	62	63	64	65	70	#
62	3356	62	63	64	65	66	70	#
63	3356	63	64	65	66	67	70	#
64	3356	64	65	66	67	68	70	#
65	3356	65	66	67	68	69	70	#
66	7468	0	1	2	3	4	71	#
67	7468	1	2	3	4	5	71	#
68	7468	2	3	4	5	6	71	#
69	7468	3	4	5	6	7	71	#
70	7468	4	5	6	7	8	71	#
71	7468	5	6	7	8	9	71	#
72	7468	6	7	8	9	10	71	#
73	7468	7	8	9	10	11	71	#
74	7468	8	9	10	11	12	71	#
75	7468	9	10	11	12	13	71	#
76	7468	10	11	12	13	14	71	#
77	7468	11	12	13	14	15	71	#
78	7468	12	13	14	15	16	71	#
79	7468	13	14	15	16	17	71	#
80	7468	14	15	16	17	18	71	#
81	7468	15	16	17	18	19	71	#
82	7468	16	17	18	19	20	71	#
83	7468	17	18	19	20	21	71	#
84	7468	18	19	20	21	22	71	#
85	7468	19	20	21	22	23	71	#
86	7468	20	21	22	23	24	71	#
87	7468	21	22	23	24	25	71	#
88	7468	22	23	24	25	26	71	#
89	7468	23	24	25	26	27	71	#
90	7468	24	25	26	27	28	71	#
91	7468	25	26	27	28	29	71	#
92	7468	26	27	28	29	30	71	#
93	7468	27	28	29	30	31	71	#
94	7468	28	29	30	31	32	71	#
95	7468	29	30	31	32	33	71	#
96	7468	30	31	32	33	34	71	#
97	7468	31	32	33	34	35	71	#
98	7468	32	33	34	35	36	71	#
99	7468	33	34	35	36	37	71	#
100	7468	34	35	36	37	38	71	#
101	7468	35	36	37	38	39	71	#
102	7468	36	37	38	39	40	71	#
103	7468	37	38	39	40	41	71	#
104	7468	38	39	40	41	42	71	#
105	7468	39	40	41	42	43	71	#
106	7468	40	41	42	43	44	71	#
107	7468	41	42	43	44	45	71	#
108	7468	42	43	44	45	46	71	#
109	7468	43	44	45	46	47	71	#
110	7468	44	45	46	47	48	71	#
111	6181	45	46	47	48	49	71	#
112	6181	46	47	48	49	50	71	#
113	6181	47	48	49	50	51	71	#
114	6181	48	49	50	51	52	71	#
115	6181	49	50	51	52	53	71	#
116	6181	50	51	52	53	54	71	#
117	6181	51	52	53	54	55	71	#
118	6181	52	53	54	55	56	71	#
119	6181	53	54	55	56	57	71	#
120	6181	54	55	56	57	58	71	#
121	3902	0	1	2	72	#
122	3902	1	2	3	72	#
123	3902	2	3	4	72	#
124	3902	3	4	5	72	#
125	3902	4	5	6	72	#
126	3902	5	6	7	72	#
127	3902	6	7	8	72	#
128	3902	7	8	9	72	#
129	3902	8	9	10	72	#
130	3902	9	10	11	72	#
131	3902	10	11	12	72	#
132	3902	11	12	13	72	#
133	3902	12	13	14	72	#
