%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 70; Bids: 700; Distribution: scheduling; Runs: 10; Seed: 1566345656
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 70
bids 700
dummy 15

0	14535	0	1	2	3	4	5	6	70	#
1	14535	1	2	3	4	5	6	7	70	#
2	14535	2	3	4	5	6	7	8	70	#
3	14535	3	4	5	6	7	8	9	70	#
4	14535	4	5	6	7	8	9	10	70	#
5	14535	5	6	7	8	9	10	11	70	#
6	14535	6	7	8	9	10	11	12	70	#
7	14535	7	8	9	10	11	12	13	70	#
8	14535	8	9	10	11	12	13	14	70	#
9	14535	9	10	11	12	13	14	15	70	#
10	14535	10	11	12	13	14	15	16	70	#
11	14535	11	12	13	14	15	16	17	70	#
12	14535	12	13	14	15	16	17	18	70	#
13	14535	13	14	15	16	17	18	19	70	#
14	14535	14	15	16	17	18	19	20	70	#
15	14535	15	16	17	18	19	20	21	70	#
16	14535	16	17	18	19	20	21	22	70	#
17	14535	17	18	19	20	21	22	23	70	#
18	14535	18	19	20	21	22	23	24	70	#
19	14535	19	20	21	22	23	24	25	70	#
20	14535	20	21	22	23	24	25	26	70	#
21	14535	21	22	23	24	25	26	27	70	#
22	14535	22	23	24	25	26	27	28	70	#
23	14535	23	24	25	26	27	28	29	70	#
24	14535	24	25	26	27	28	29	30	70	#
25	14535	25	26	27	28	29	30	31	70	#
26	14535	26	27	28	29	30	31	32	70	#
27	14535	27	28	29	30	31	32	33	70	#
28	14535	28	29	30	31	32	33	34	70	#
29	14535	29	30	31	32	33	34	35	70	#
30	14535	30	31	32	33	34	35	36	70	#
31	14535	31	32	33	34	35	36	37	70	#
32	14535	32	33	34	35	36	37	38	70	#
33	14535	33	34	35	36	37	38	39	70	#
34	14535	34	35	36	37	38	39	40	70	#
35	14535	35	36	37	38	39	40	41	70	#
36	14535	36	37	38	39	40	41	42	70	#
37	14535	37	38	39	40	41	42	43	70	#
38	14535	38	39	40	41	42	43	44	70	#
39	14535	39	40	41	42	43	44	45	70	#
40	14535	40	41	42	43	44	45	46	70	#
41	14535	41	42	43	44	45	46	47	70	#
42	14535	42	43	44	45	46	47	48	70	#
43	14535	43	44	45	46	47	48	49	70	#
44	14535	44	45	46	47	48	49	50	70	#
45	14535	45	46	47	48	49	50	51	70	#
46	14535	46	47	48	49	50	51	52	70	#
47	14535	47	48	49	50	51	52	53	70	#
48	14535	48	49	50	51	52	53	54	70	#
49	14535	49	50	51	52	53	54	55	70	#
50	14535	50	51	52	53	54	55	56	70	#
51	14535	51	52	53	54	55	56	57	70	#
52	14535	52	53	54	55	56	57	58	70	#
53	14535	53	54	55	56	57	58	59	70	#
54	14535	54	55	56	57	58	59	60	70	#
55	14535	55	56	57	58	59	60	61	70	#
56	14535	56	57	58	59	60	61	62	70	#
57	13060	57	58	59	60	61	62	63	70	#
58	13060	58	59	60	61	62	63	64	70	#
59	13060	59	60	61	62	63	64	65	70	#
60	13060	60	61	62	63	64	65	66	70	#
61	13060	61	62	63	64	65	66	67	70	#
62	13060	62	63	64	65	66	67	68	70	#
63	13060	63	64	65	66	67	68	69	70	#
64	12452	0	1	2	3	4	5	6	7	8	71	#
65	12452	1	2	3	4	5	6	7	8	9	71	#
66	12452	2	3	4	5	6	7	8	9	10	71	#
67	12452	3	4	5	6	7	8	9	10	11	71	#
68	12452	4	5	6	7	8	9	10	11	12	71	#
69	12452	5	6	7	8	9	10	11	12	13	71	#
70	12452	6	7	8	9	10	11	12	13	14	71	#
71	12452	7	8	9	10	11	12	13	14	15	71	#
72	12452	8	9	10	11	12	13	14	15	16	71	#
73	12452	9	10	11	12	13	14	15	16	17	71	#
74	12452	10	11	12	13	14	15	16	17	18	71	#
75	12452	11	12	13	14	15	16	17	18	19	71	#
76	12452	12	13	14	15	16	17	18	19	20	71	#
77	12452	13	14	15	16	17	18	19	20	21	71	#
78	12452	14	15	16	17	18	19	20	21	22	71	#
79	12452	15	16	17	18	19	20	21	22	23	71	#
80	12452	16	17	18	19	20	21	22	23	24	71	#
81	12452	17	18	19	20	21	22	23	24	25	71	#
82	12452	18	19	20	21	22	23	24	25	26	71	#
83	12452	19	20	21	22	23	24	25	26	27	71	#
84	12452	20	21	22	23	24	25	26	27	28	71	#
85	12452	21	22	23	24	25	26	27	28	29	71	#
86	12452	22	23	24	25	26	27	28	29	30	71	#
87	12452	23	24	25	26	27	28	29	30	31	71	#
88	12452	24	25	26	27	28	29	30	31	32	71	#
89	12452	25	26	27	28	29	30	31	32	33	71	#
90	12452	26	27	28	29	30	31	32	33	34	71	#
91	12452	27	28	29	30	31	32	33	34	35	71	#
92	12452	28	29	30	31	32	33	34	35	36	71	#
93	12452	29	30	31	32	33	34	35	36	37	71	#
94	12452	30	31	32	33	34	35	36	37	38	71	#
95	12452	31	32	33	34	35	36	37	38	39	71	#
96	12452	32	33	34	35	36	37	38	39	40	71	#
97	12452	33	34	35	36	37	38	39	40	41	71	#
98	12452	34	35	36	37	38	39	40	41	42	71	#
99	9017	35	36	37	38	39	40	41	42	43	71	#
100	9017	36	37	38	39	40	41	42	43	44	71	#
101	9017	37	38	39	40	41	42	43	44	45	71	#
102	9017	38	39	40	41	42	43	44	45	46	71	#
103	9017	39	40	41	42	43	44	45	46	47	71	#
104	9017	40	41	42	43	44	45	46	47	48	71	#
105	9017	41	42	43	44	45	46	47	48	49	71	#
106	9017	42	43	44	45	46	47	48	49	50	71	#
107	9017	43	44	45	46	47	48	49	50	51	71	#
108	9017	44	45	46	47	48	49	50	51	52	71	#
109	9017	45	46	47	48	49	50	51	52	53	71	#
110	9017	46	47	48	49	50	51	52	53	54	71	#
111	9017	47	48	49	50	51	52	53	54	55	71	#
112	9017	48	49	50	51	52	53	54	55	56	71	#
113	9017	49	50	51	52	53	54	55	56	57	71	#
114	9017	50	51	52	53	54	55	56	57	58	71	#
115	8574	51	52	53	54	55	56	57	58	59	71	#
116	8574	52	53	54	55	56	57	58	59	60	71	#
117	8574	53	54	55	56	57	58	59	60	61	71	#
118	7806	54	55	56	57	58	59	60	61	62	71	#
119	7806	55	56	57	58	59	60	61	62	63	71	#
120	7806	56	57	58	59	60	61	62	63	64	71	#
121	7806	57	58	59	60	61	62	63	64	65	71	#
122	7806	58	59	60	61	62	63	64	65	66	71	#
123	7806	59	60	61	62	63	64	65	66	67	71	#
124	13348	0	1	2	3	4	5	6	7	8	72	#
