%% File generated by CATS v.2.1Tue Aug 20 18:58:10 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 35; Bids: 1400; Distribution: scheduling; Runs: 10; Seed: 1566345629
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 35
bids 1403
dummy 55

0	741	0	35	#
1	741	1	35	#
2	741	2	35	#
3	741	3	35	#
4	741	4	35	#
5	741	5	35	#
6	741	6	35	#
7	741	7	35	#
8	741	8	35	#
9	741	9	35	#
10	741	10	35	#
11	741	11	35	#
12	741	12	35	#
13	741	13	35	#
14	741	14	35	#
15	741	15	35	#
16	741	16	35	#
17	741	17	35	#
18	741	18	35	#
19	741	19	35	#
20	741	20	35	#
21	741	21	35	#
22	741	22	35	#
23	741	23	35	#
24	608	24	35	#
25	608	25	35	#
26	608	26	35	#
27	608	27	35	#
28	608	28	35	#
29	532	29	35	#
30	532	30	35	#
31	532	31	35	#
32	532	32	35	#
33	501	33	35	#
34	501	34	35	#
35	1357	0	36	#
36	1357	1	36	#
37	1357	2	36	#
38	1357	3	36	#
39	1357	4	36	#
40	1357	5	36	#
41	1357	6	36	#
42	1357	7	36	#
43	1357	8	36	#
44	1357	9	36	#
45	1357	10	36	#
46	1357	11	36	#
47	1357	12	36	#
48	1357	13	36	#
49	1357	14	36	#
50	1357	15	36	#
51	1357	16	36	#
52	1357	17	36	#
53	1357	18	36	#
54	1357	19	36	#
55	1357	20	36	#
56	1357	21	36	#
57	1357	22	36	#
58	1357	23	36	#
59	1357	24	36	#
60	1357	25	36	#
61	1357	26	36	#
62	1357	27	36	#
63	1309	28	36	#
64	1182	29	36	#
65	1182	30	36	#
66	1182	31	36	#
67	1145	32	36	#
68	1259	0	37	#
69	1259	1	37	#
70	1259	2	37	#
71	1259	3	37	#
72	1259	4	37	#
73	1259	5	37	#
74	1259	6	37	#
75	1259	7	37	#
76	1259	8	37	#
77	1259	9	37	#
78	1259	10	37	#
79	1259	11	37	#
80	1259	12	37	#
81	1259	13	37	#
82	1259	14	37	#
83	1259	15	37	#
84	1259	16	37	#
85	1259	17	37	#
86	1259	18	37	#
87	1259	19	37	#
88	1259	20	37	#
89	1259	21	37	#
90	1259	22	37	#
91	1259	23	37	#
92	1259	24	37	#
93	1259	25	37	#
94	1259	26	37	#
95	1259	27	37	#
96	1259	28	37	#
97	1259	29	37	#
98	1259	30	37	#
99	1218	31	37	#
100	1180	32	37	#
101	1111	33	37	#
102	1111	34	37	#
103	1493	0	38	#
104	1493	1	38	#
105	1493	2	38	#
106	1493	3	38	#
107	1493	4	38	#
108	1493	5	38	#
109	1493	6	38	#
110	1493	7	38	#
111	1493	8	38	#
112	1493	9	38	#
113	1493	10	38	#
114	1493	11	38	#
115	1493	12	38	#
116	1493	13	38	#
117	1493	14	38	#
118	1493	15	38	#
119	1493	16	38	#
120	1493	17	38	#
121	2031	0	1	39	#
122	2031	1	2	39	#
123	2031	2	3	39	#
124	2031	3	4	39	#
125	2031	4	5	39	#
126	2031	5	6	39	#
127	2031	6	7	39	#
128	2031	7	8	39	#
129	2031	8	9	39	#
130	2031	9	10	39	#
131	2031	10	11	39	#
132	2031	11	12	39	#
133	937	12	13	39	#
134	937	13	14	39	#
135	937	14	15	39	#
136	937	15	16	39	#
137	937	16	17	39	#
138	937	17	18	39	#
139	937	18	19	39	#
140	937	19	20	39	#
141	937	20	21	39	#
142	937	21	22	39	#
143	937	22	23	39	#
144	937	23	24	39	#
145	937	24	25	39	#
146	937	25	26	39	#
147	840	26	27	39	#
148	840	27	28	39	#
149	840	28	29	39	#
150	762	29	30	39	#
151	762	30	31	39	#
152	762	31	32	39	#
153	739	32	33	39	#
154	717	33	34	39	#
155	10678	0	1	2	3	4	5	40	#
156	10678	1	2	3	4	5	6	40	#
157	10678	2	3	4	5	6	7	40	#
158	10678	3	4	5	6	7	8	40	#
159	10678	4	5	6	7	8	9	40	#
