%% File generated by CATS v.2.1Mon Aug 19 20:47:02 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 75; Bids: 1500; Distribution: scheduling; Runs: 10; Seed: 1566267831
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 75
bids 1502
dummy 28

0	12304	0	1	2	3	4	5	75	#
1	12304	1	2	3	4	5	6	75	#
2	12304	2	3	4	5	6	7	75	#
3	12304	3	4	5	6	7	8	75	#
4	12304	4	5	6	7	8	9	75	#
5	12304	5	6	7	8	9	10	75	#
6	12304	6	7	8	9	10	11	75	#
7	12304	7	8	9	10	11	12	75	#
8	12304	8	9	10	11	12	13	75	#
9	12304	9	10	11	12	13	14	75	#
10	12304	10	11	12	13	14	15	75	#
11	12304	11	12	13	14	15	16	75	#
12	12304	12	13	14	15	16	17	75	#
13	12304	13	14	15	16	17	18	75	#
14	12304	14	15	16	17	18	19	75	#
15	12304	15	16	17	18	19	20	75	#
16	12304	16	17	18	19	20	21	75	#
17	12304	17	18	19	20	21	22	75	#
18	12304	18	19	20	21	22	23	75	#
19	12304	19	20	21	22	23	24	75	#
20	4408	20	21	22	23	24	25	75	#
21	4408	21	22	23	24	25	26	75	#
22	4408	22	23	24	25	26	27	75	#
23	4408	23	24	25	26	27	28	75	#
24	4408	24	25	26	27	28	29	75	#
25	4408	25	26	27	28	29	30	75	#
26	4408	26	27	28	29	30	31	75	#
27	4408	27	28	29	30	31	32	75	#
28	4408	28	29	30	31	32	33	75	#
29	4408	29	30	31	32	33	34	75	#
30	4408	30	31	32	33	34	35	75	#
31	4408	31	32	33	34	35	36	75	#
32	4408	32	33	34	35	36	37	75	#
33	4408	33	34	35	36	37	38	75	#
34	4408	34	35	36	37	38	39	75	#
35	4408	35	36	37	38	39	40	75	#
36	4408	36	37	38	39	40	41	75	#
37	4408	37	38	39	40	41	42	75	#
38	4408	38	39	40	41	42	43	75	#
39	4408	39	40	41	42	43	44	75	#
40	4408	40	41	42	43	44	45	75	#
41	4408	41	42	43	44	45	46	75	#
42	4408	42	43	44	45	46	47	75	#
43	4408	43	44	45	46	47	48	75	#
44	4408	44	45	46	47	48	49	75	#
45	4408	45	46	47	48	49	50	75	#
46	4408	46	47	48	49	50	51	75	#
47	4408	47	48	49	50	51	52	75	#
48	4408	48	49	50	51	52	53	75	#
49	4408	49	50	51	52	53	54	75	#
50	4408	50	51	52	53	54	55	75	#
51	4408	51	52	53	54	55	56	75	#
52	4408	52	53	54	55	56	57	75	#
53	4408	53	54	55	56	57	58	75	#
54	4408	54	55	56	57	58	59	75	#
55	4408	55	56	57	58	59	60	75	#
56	4408	56	57	58	59	60	61	75	#
57	4408	57	58	59	60	61	62	75	#
58	4408	58	59	60	61	62	63	75	#
59	4408	59	60	61	62	63	64	75	#
60	4408	60	61	62	63	64	65	75	#
61	4408	61	62	63	64	65	66	75	#
62	4408	62	63	64	65	66	67	75	#
63	1300	0	76	#
64	1300	1	76	#
65	1300	2	76	#
66	1424	0	77	#
67	1424	1	77	#
68	1424	2	77	#
69	1424	3	77	#
70	1424	4	77	#
71	1424	5	77	#
72	1424	6	77	#
73	1424	7	77	#
74	1424	8	77	#
75	1424	9	77	#
76	207	10	77	#
77	207	11	77	#
78	207	12	77	#
79	207	13	77	#
80	207	14	77	#
81	207	15	77	#
82	207	16	77	#
83	207	17	77	#
84	207	18	77	#
85	207	19	77	#
86	207	20	77	#
87	207	21	77	#
88	207	22	77	#
89	207	23	77	#
90	207	24	77	#
91	207	25	77	#
92	207	26	77	#
93	207	27	77	#
94	207	28	77	#
95	207	29	77	#
96	207	30	77	#
97	207	31	77	#
98	207	32	77	#
99	207	33	77	#
100	207	34	77	#
101	207	35	77	#
102	207	36	77	#
103	207	37	77	#
104	207	38	77	#
105	207	39	77	#
106	207	40	77	#
107	207	41	77	#
108	207	42	77	#
109	207	43	77	#
110	207	44	77	#
111	207	45	77	#
112	207	46	77	#
113	207	47	77	#
114	207	48	77	#
115	207	49	77	#
116	207	50	77	#
117	207	51	77	#
118	207	52	77	#
119	207	53	77	#
120	207	54	77	#
121	207	55	77	#
122	207	56	77	#
123	207	57	77	#
124	207	58	77	#
125	207	59	77	#
126	207	60	77	#
127	207	61	77	#
128	207	62	77	#
129	183	63	77	#
130	183	64	77	#
131	183	65	77	#
132	183	66	77	#
133	183	67	77	#
134	183	68	77	#
135	183	69	77	#
136	183	70	77	#
137	180	71	77	#
138	173	72	77	#
139	173	73	77	#
140	173	74	77	#
141	22929	0	1	2	3	4	5	6	7	8	9	78	#
142	22929	1	2	3	4	5	6	7	8	9	10	78	#
143	22929	2	3	4	5	6	7	8	9	10	11	78	#
144	22929	3	4	5	6	7	8	9	10	11	12	78	#
145	22929	4	5	6	7	8	9	10	11	12	13	78	#
146	22929	5	6	7	8	9	10	11	12	13	14	78	#
147	22929	6	7	8	9	10	11	12	13	14	15	78	#
148	22929	7	8	9	10	11	12	13	14	15	16	78	#
149	22929	8	9	10	11	12	13	14	15	16	17	78	#
150	22929	9	10	11	12	13	14	15	16	17	18	78	#
151	22929	10	11	12	13	14	15	16	17	18	19	78	#
152	5968	11	12	13	14	15	16	17	18	19	20	78	#
153	5968	12	13	14	15	16	17	18	19	20	21	78	#
154	5968	13	14	15	16	17	18	19	20	21	22	78	#
155	5968	14	15	16	17	18	19	20	21	22	23	78	#
156	5968	15	16	17	18	19	20	21	22	23	24	78	#
157	5968	16	17	18	19	20	21	22	23	24	25	78	#
158	5968	17	18	19	20	21	22	23	24	25	26	78	#
159	5968	18	19	20	21	22	23	24	25	26	27	78	#
160	5968	19	20	21	22	23	24	25	26	27	28	78	#
161	5968	20	21	22	23	24	25	26	27	28	29	78	#
162	5968	21	22	23	24	25	26	27	28	29	30	78	#
163	5968	22	23	24	25	26	27	28	29	30	31	78	#
164	5968	23	24	25	26	27	28	29	30	31	32	78	#
165	5968	24	25	26	27	28	29	30	31	32	33	78	#
