%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 70; Bids: 2800; Distribution: scheduling; Runs: 10; Seed: 1566345660
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 70
bids 2821
dummy 53

0	9959	0	1	2	3	4	5	6	70	#
1	9959	1	2	3	4	5	6	7	70	#
2	9959	2	3	4	5	6	7	8	70	#
3	9959	3	4	5	6	7	8	9	70	#
4	9959	4	5	6	7	8	9	10	70	#
5	9959	5	6	7	8	9	10	11	70	#
6	9959	6	7	8	9	10	11	12	70	#
7	9959	7	8	9	10	11	12	13	70	#
8	9959	8	9	10	11	12	13	14	70	#
9	9959	9	10	11	12	13	14	15	70	#
10	9959	10	11	12	13	14	15	16	70	#
11	9959	11	12	13	14	15	16	17	70	#
12	9959	12	13	14	15	16	17	18	70	#
13	9959	13	14	15	16	17	18	19	70	#
14	9959	14	15	16	17	18	19	20	70	#
15	5107	15	16	17	18	19	20	21	70	#
16	5107	16	17	18	19	20	21	22	70	#
17	5107	17	18	19	20	21	22	23	70	#
18	5107	18	19	20	21	22	23	24	70	#
19	5107	19	20	21	22	23	24	25	70	#
20	5107	20	21	22	23	24	25	26	70	#
21	5107	21	22	23	24	25	26	27	70	#
22	5107	22	23	24	25	26	27	28	70	#
23	5107	23	24	25	26	27	28	29	70	#
24	5107	24	25	26	27	28	29	30	70	#
25	5107	25	26	27	28	29	30	31	70	#
26	5107	26	27	28	29	30	31	32	70	#
27	5107	27	28	29	30	31	32	33	70	#
28	5107	28	29	30	31	32	33	34	70	#
29	5107	29	30	31	32	33	34	35	70	#
30	5107	30	31	32	33	34	35	36	70	#
31	5107	31	32	33	34	35	36	37	70	#
32	5107	32	33	34	35	36	37	38	70	#
33	5107	33	34	35	36	37	38	39	70	#
34	2973	34	35	36	37	38	39	40	70	#
35	2973	35	36	37	38	39	40	41	70	#
36	2973	36	37	38	39	40	41	42	70	#
37	2973	37	38	39	40	41	42	43	70	#
38	2973	38	39	40	41	42	43	44	70	#
39	2973	39	40	41	42	43	44	45	70	#
40	2973	40	41	42	43	44	45	46	70	#
41	2973	41	42	43	44	45	46	47	70	#
42	2973	42	43	44	45	46	47	48	70	#
43	2973	43	44	45	46	47	48	49	70	#
44	2973	44	45	46	47	48	49	50	70	#
45	2973	45	46	47	48	49	50	51	70	#
46	2973	46	47	48	49	50	51	52	70	#
47	2973	47	48	49	50	51	52	53	70	#
48	2973	48	49	50	51	52	53	54	70	#
49	2973	49	50	51	52	53	54	55	70	#
50	2973	50	51	52	53	54	55	56	70	#
51	2973	51	52	53	54	55	56	57	70	#
52	2973	52	53	54	55	56	57	58	70	#
53	2973	53	54	55	56	57	58	59	70	#
54	2973	54	55	56	57	58	59	60	70	#
55	2973	55	56	57	58	59	60	61	70	#
56	2973	56	57	58	59	60	61	62	70	#
57	2973	57	58	59	60	61	62	63	70	#
58	2973	58	59	60	61	62	63	64	70	#
59	2973	59	60	61	62	63	64	65	70	#
60	2973	60	61	62	63	64	65	66	70	#
61	2973	61	62	63	64	65	66	67	70	#
62	4741	0	1	2	3	4	71	#
63	4741	1	2	3	4	5	71	#
64	4741	2	3	4	5	6	71	#
65	4741	3	4	5	6	7	71	#
66	4741	4	5	6	7	8	71	#
67	4741	5	6	7	8	9	71	#
68	4741	6	7	8	9	10	71	#
69	4741	7	8	9	10	11	71	#
70	4741	8	9	10	11	12	71	#
71	4741	9	10	11	12	13	71	#
72	4741	10	11	12	13	14	71	#
73	4741	11	12	13	14	15	71	#
74	4741	12	13	14	15	16	71	#
75	4741	13	14	15	16	17	71	#
76	4741	14	15	16	17	18	71	#
77	4741	15	16	17	18	19	71	#
78	4741	16	17	18	19	20	71	#
79	4741	17	18	19	20	21	71	#
80	4741	18	19	20	21	22	71	#
81	4741	19	20	21	22	23	71	#
82	4741	20	21	22	23	24	71	#
83	4741	21	22	23	24	25	71	#
84	4741	22	23	24	25	26	71	#
85	4741	23	24	25	26	27	71	#
86	4741	24	25	26	27	28	71	#
87	4741	25	26	27	28	29	71	#
88	4741	26	27	28	29	30	71	#
89	4741	27	28	29	30	31	71	#
90	4741	28	29	30	31	32	71	#
91	4741	29	30	31	32	33	71	#
92	4741	30	31	32	33	34	71	#
93	4741	31	32	33	34	35	71	#
94	4741	32	33	34	35	36	71	#
95	4741	33	34	35	36	37	71	#
96	4741	34	35	36	37	38	71	#
97	4741	35	36	37	38	39	71	#
98	4741	36	37	38	39	40	71	#
99	4741	37	38	39	40	41	71	#
100	4741	38	39	40	41	42	71	#
101	4741	39	40	41	42	43	71	#
102	4741	40	41	42	43	44	71	#
103	4741	41	42	43	44	45	71	#
104	4741	42	43	44	45	46	71	#
105	4741	43	44	45	46	47	71	#
106	4741	44	45	46	47	48	71	#
107	4741	45	46	47	48	49	71	#
108	4741	46	47	48	49	50	71	#
109	4741	47	48	49	50	51	71	#
110	4741	48	49	50	51	52	71	#
111	4741	49	50	51	52	53	71	#
112	4741	50	51	52	53	54	71	#
113	4741	51	52	53	54	55	71	#
114	4741	52	53	54	55	56	71	#
115	4741	53	54	55	56	57	71	#
116	4741	54	55	56	57	58	71	#
117	4741	55	56	57	58	59	71	#
118	4741	56	57	58	59	60	71	#
119	4741	57	58	59	60	61	71	#
120	4741	58	59	60	61	62	71	#
121	4741	59	60	61	62	63	71	#
122	4741	60	61	62	63	64	71	#
123	4741	61	62	63	64	65	71	#
124	4741	62	63	64	65	66	71	#
125	4741	63	64	65	66	67	71	#
126	4741	64	65	66	67	68	71	#
127	4741	65	66	67	68	69	71	#
128	4568	0	1	2	72	#
129	4568	1	2	3	72	#
130	4568	2	3	4	72	#
131	4568	3	4	5	72	#
132	4568	4	5	6	72	#
133	4568	5	6	7	72	#
134	4568	6	7	8	72	#
135	4568	7	8	9	72	#
136	822	8	9	10	72	#
137	822	9	10	11	72	#
138	822	10	11	12	72	#
139	822	11	12	13	72	#
140	822	12	13	14	72	#
141	822	13	14	15	72	#
142	822	14	15	16	72	#
143	822	15	16	17	72	#
144	822	16	17	18	72	#
145	822	17	18	19	72	#
146	822	18	19	20	72	#
147	822	19	20	21	72	#
148	822	20	21	22	72	#
149	822	21	22	23	72	#
150	822	22	23	24	72	#
151	822	23	24	25	72	#
152	822	24	25	26	72	#
153	822	25	26	27	72	#
154	822	26	27	28	72	#
155	822	27	28	29	72	#
156	822	28	29	30	72	#
157	822	29	30	31	72	#
158	822	30	31	32	72	#
159	822	31	32	33	72	#
160	822	32	33	34	72	#
161	822	33	34	35	72	#
162	822	34	35	36	72	#
163	822	35	36	37	72	#
164	822	36	37	38	72	#
165	822	37	38	39	72	#
166	822	38	39	40	72	#
167	822	39	40	41	72	#
168	822	40	41	42	72	#
169	822	41	42	43	72	#
170	822	42	43	44	72	#
