%% File generated by CATS v.2.1Tue Aug 20 18:58:11 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 65; Bids: 5200; Distribution: scheduling; Runs: 10; Seed: 1566345655
% Scheduling Distribution Parameters:
% max_length                = 10
% deviation                 = 0.500000
% prob_additional_deadline  = 0.700000
% additivity                = 0.200000



goods 65
bids 5215
dummy 112

0	9904	0	1	2	3	4	5	6	7	8	65	#
1	9904	1	2	3	4	5	6	7	8	9	65	#
2	9904	2	3	4	5	6	7	8	9	10	65	#
3	9904	3	4	5	6	7	8	9	10	11	65	#
4	9904	4	5	6	7	8	9	10	11	12	65	#
5	9904	5	6	7	8	9	10	11	12	13	65	#
6	9904	6	7	8	9	10	11	12	13	14	65	#
7	9904	7	8	9	10	11	12	13	14	15	65	#
8	9904	8	9	10	11	12	13	14	15	16	65	#
9	9904	9	10	11	12	13	14	15	16	17	65	#
10	9904	10	11	12	13	14	15	16	17	18	65	#
11	9904	11	12	13	14	15	16	17	18	19	65	#
12	9904	12	13	14	15	16	17	18	19	20	65	#
13	9904	13	14	15	16	17	18	19	20	21	65	#
14	9904	14	15	16	17	18	19	20	21	22	65	#
15	9904	15	16	17	18	19	20	21	22	23	65	#
16	9904	16	17	18	19	20	21	22	23	24	65	#
17	9904	17	18	19	20	21	22	23	24	25	65	#
18	9904	18	19	20	21	22	23	24	25	26	65	#
19	9904	19	20	21	22	23	24	25	26	27	65	#
20	9904	20	21	22	23	24	25	26	27	28	65	#
21	9904	21	22	23	24	25	26	27	28	29	65	#
22	9904	22	23	24	25	26	27	28	29	30	65	#
23	9904	23	24	25	26	27	28	29	30	31	65	#
24	9904	24	25	26	27	28	29	30	31	32	65	#
25	9904	25	26	27	28	29	30	31	32	33	65	#
26	9904	26	27	28	29	30	31	32	33	34	65	#
27	6735	27	28	29	30	31	32	33	34	35	65	#
28	6735	28	29	30	31	32	33	34	35	36	65	#
29	6735	29	30	31	32	33	34	35	36	37	65	#
30	6735	30	31	32	33	34	35	36	37	38	65	#
31	6735	31	32	33	34	35	36	37	38	39	65	#
32	6735	32	33	34	35	36	37	38	39	40	65	#
33	6735	33	34	35	36	37	38	39	40	41	65	#
34	6735	34	35	36	37	38	39	40	41	42	65	#
35	6735	35	36	37	38	39	40	41	42	43	65	#
36	6735	36	37	38	39	40	41	42	43	44	65	#
37	6735	37	38	39	40	41	42	43	44	45	65	#
38	6735	38	39	40	41	42	43	44	45	46	65	#
39	6735	39	40	41	42	43	44	45	46	47	65	#
40	6735	40	41	42	43	44	45	46	47	48	65	#
41	6735	41	42	43	44	45	46	47	48	49	65	#
42	6735	42	43	44	45	46	47	48	49	50	65	#
43	5262	43	44	45	46	47	48	49	50	51	65	#
44	5262	44	45	46	47	48	49	50	51	52	65	#
45	5262	45	46	47	48	49	50	51	52	53	65	#
46	5262	46	47	48	49	50	51	52	53	54	65	#
47	5262	47	48	49	50	51	52	53	54	55	65	#
48	5262	48	49	50	51	52	53	54	55	56	65	#
49	5262	49	50	51	52	53	54	55	56	57	65	#
50	5262	50	51	52	53	54	55	56	57	58	65	#
51	5262	51	52	53	54	55	56	57	58	59	65	#
52	5262	52	53	54	55	56	57	58	59	60	65	#
53	5262	53	54	55	56	57	58	59	60	61	65	#
54	5262	54	55	56	57	58	59	60	61	62	65	#
55	5262	55	56	57	58	59	60	61	62	63	65	#
56	5262	56	57	58	59	60	61	62	63	64	65	#
57	7932	0	1	2	3	4	5	66	#
58	7932	1	2	3	4	5	6	66	#
59	7932	2	3	4	5	6	7	66	#
60	7932	3	4	5	6	7	8	66	#
61	7932	4	5	6	7	8	9	66	#
62	7932	5	6	7	8	9	10	66	#
63	7932	6	7	8	9	10	11	66	#
64	7932	7	8	9	10	11	12	66	#
65	7932	8	9	10	11	12	13	66	#
66	7932	9	10	11	12	13	14	66	#
67	7932	10	11	12	13	14	15	66	#
68	7932	11	12	13	14	15	16	66	#
69	7932	12	13	14	15	16	17	66	#
70	7932	13	14	15	16	17	18	66	#
71	7932	14	15	16	17	18	19	66	#
72	7932	15	16	17	18	19	20	66	#
73	7932	16	17	18	19	20	21	66	#
74	7932	17	18	19	20	21	22	66	#
75	7932	18	19	20	21	22	23	66	#
76	7932	19	20	21	22	23	24	66	#
77	7932	20	21	22	23	24	25	66	#
78	7932	21	22	23	24	25	26	66	#
79	7932	22	23	24	25	26	27	66	#
80	7932	23	24	25	26	27	28	66	#
81	7932	24	25	26	27	28	29	66	#
82	7932	25	26	27	28	29	30	66	#
83	7932	26	27	28	29	30	31	66	#
84	7932	27	28	29	30	31	32	66	#
85	7932	28	29	30	31	32	33	66	#
86	7932	29	30	31	32	33	34	66	#
87	7932	30	31	32	33	34	35	66	#
88	7932	31	32	33	34	35	36	66	#
89	7932	32	33	34	35	36	37	66	#
90	7932	33	34	35	36	37	38	66	#
91	7932	34	35	36	37	38	39	66	#
92	7932	35	36	37	38	39	40	66	#
93	7932	36	37	38	39	40	41	66	#
94	7932	37	38	39	40	41	42	66	#
95	7932	38	39	40	41	42	43	66	#
96	7932	39	40	41	42	43	44	66	#
97	7932	40	41	42	43	44	45	66	#
98	7932	41	42	43	44	45	46	66	#
99	7932	42	43	44	45	46	47	66	#
100	7932	43	44	45	46	47	48	66	#
101	7932	44	45	46	47	48	49	66	#
102	7932	45	46	47	48	49	50	66	#
103	7932	46	47	48	49	50	51	66	#
104	7932	47	48	49	50	51	52	66	#
105	7932	48	49	50	51	52	53	66	#
106	7932	49	50	51	52	53	54	66	#
107	7932	50	51	52	53	54	55	66	#
108	7932	51	52	53	54	55	56	66	#
109	7932	52	53	54	55	56	57	66	#
110	7292	53	54	55	56	57	58	66	#
111	7292	54	55	56	57	58	59	66	#
112	7292	55	56	57	58	59	60	66	#
113	7292	56	57	58	59	60	61	66	#
114	7292	57	58	59	60	61	62	66	#
115	7177	58	59	60	61	62	63	66	#
116	6853	0	1	2	3	4	5	67	#
117	6853	1	2	3	4	5	6	67	#
118	6853	2	3	4	5	6	7	67	#
119	6853	3	4	5	6	7	8	67	#
120	6853	4	5	6	7	8	9	67	#
121	6853	5	6	7	8	9	10	67	#
122	6853	6	7	8	9	10	11	67	#
123	6853	7	8	9	10	11	12	67	#
124	6853	8	9	10	11	12	13	67	#
125	6853	9	10	11	12	13	14	67	#
126	6853	10	11	12	13	14	15	67	#
127	6853	11	12	13	14	15	16	67	#
128	6853	12	13	14	15	16	17	67	#
129	6853	13	14	15	16	17	18	67	#
130	6853	14	15	16	17	18	19	67	#
131	6853	15	16	17	18	19	20	67	#
132	6853	16	17	18	19	20	21	67	#
133	6853	17	18	19	20	21	22	67	#
134	6853	18	19	20	21	22	23	67	#
135	6853	19	20	21	22	23	24	67	#
136	6853	20	21	22	23	24	25	67	#
137	6853	21	22	23	24	25	26	67	#
138	6853	22	23	24	25	26	27	67	#
