%% File generated by CATS v.2.1Tue Aug 20 18:57:00 2019

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 60; Bids: 2400; Distribution: matching; Runs: 10; Seed: 1566345246
% Matching Distribution Parameters:
% Max airport price       = 5
% Early takeoff deviation = 1
% Late takeoff deviation  = 2
% Early landing deviation = 1
% Late landing deviation  = 2
% Deviation               = 0.500000
% Delay coefficient       = 0.900000
% Amount late coefficient = 0.750000



goods 60
bids 2409
dummy 312

0	5100	8	50	60	#
1	3443	8	54	60	#
2	3098	8	58	60	#
3	3825	12	54	60	#
4	3443	12	58	60	#
5	3825	16	58	60	#
6	1739	16	49	61	#
7	1174	16	53	61	#
8	1057	16	57	61	#
9	1305	20	53	61	#
10	1174	20	57	61	#
11	1305	24	57	61	#
12	4928	15	52	62	#
13	3326	15	56	62	#
14	3696	19	56	62	#
15	3315	2	13	63	#
16	2238	2	17	63	#
17	2014	2	21	63	#
18	1812	2	25	63	#
19	2486	6	17	63	#
20	2238	6	21	63	#
21	2014	6	25	63	#
22	2486	10	21	63	#
23	2238	10	25	63	#
24	2486	14	25	63	#
25	1436	33	46	64	#
26	969	33	50	64	#
27	872	33	54	64	#
28	785	33	58	64	#
29	1077	37	50	64	#
30	969	37	54	64	#
31	872	37	58	64	#
32	1077	41	54	64	#
33	969	41	58	64	#
34	1077	45	58	64	#
35	2475	15	52	65	#
36	1671	15	56	65	#
37	1856	19	56	65	#
38	1620	11	21	66	#
39	1093	11	25	66	#
40	984	11	29	66	#
41	886	11	33	66	#
42	1215	15	25	66	#
43	1093	15	29	66	#
44	984	15	33	66	#
45	1215	19	29	66	#
46	1093	19	33	66	#
47	1215	23	33	66	#
48	2485	16	49	67	#
49	1677	16	53	67	#
50	1510	16	57	67	#
51	1864	20	53	67	#
52	1677	20	57	67	#
53	1864	24	57	67	#
54	3717	39	49	68	#
55	2509	39	53	68	#
56	2258	39	57	68	#
57	2788	43	53	68	#
58	2509	43	57	68	#
59	2788	47	57	68	#
60	4285	3	40	69	#
61	3857	3	44	69	#
62	3471	3	48	69	#
63	4285	7	44	69	#
64	3857	7	48	69	#
65	4285	11	48	69	#
66	2726	12	45	70	#
67	1840	12	49	70	#
68	1656	12	53	70	#
69	1490	12	57	70	#
70	2044	16	49	70	#
71	1840	16	53	70	#
